UserId	RecId	ItemType	Variety	Item	ForeQty	ForeMonth	UnderKPK	UOM	ForeYear
banwari0970	210	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
mlyadav	117	Bajra	Pioneer	Crops	50	September	KPK0970	qntls	2012
kishan0970	7658	Groundnut	Rasdar	Crops	60	October	KPK0970	qntls	2012
raghunath0970	372	Bajra	Pioneer	Crops	30	September	KPK0970	qntls	2012
ram0970	7661	Bajra	Pioneer	Crops	15	October	KPK0970	qntls	2012
lryadav0970	266	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
girdhari0970	347	Groundnut	Rasdar	Crops	15	October	KPK0970	qntls	2012
bryadav	7	Groundnut	Rasdar	Crops	15	October	KPK0970	qntls	2012
ganpat0970	35	Bajra	Desi	Crops	20	September	KPK0970	qntls	2012
prahlad0970	329	Groundnut	Rasdar	Crops	10	September	KPK0970	qntls	2012
bryadav	72	Bajra	Pioneer	Crops	10	October	KPK0970	qntls	2012
chotu0970	276	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
kajod10970	7952	Bajra		Crops	10	October	kpk0970	qntls	2012
kcyadav0970	336	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
rich0970	7950	Groundnut		Crops	40	October	kpk0970	qntls	2012
girdharilal0970	24	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
ganga0970	7639	Bajra	Mahyco	Crops	8	October	KPK0970	qntls	2012
psyadav0970	343	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
pappu0970	7664	Groundnut	Rasdar	Crops	25	October	KPK0970	qntls	2012
mohanlal0970	7643	Groundnut	Rasdar	Crops	20	October	KPK0970	qntls	2012
madan0970	7635	Groundnut	Rasdar	Crops	6	October	KPK0970	qntls	2012
bhagirath0970	7667	Groundnut	Rasdar	Crops	10	September	KPK0970	qntls	2012
arjun0970	7672	Bajra	Mahyco	Crops	10	October	KPK0970	qntls	2012
daula0970	133	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
hanuman0970	270	Groundnut	Rasdar	Crops	80	September	KPK0970	qntls	2012
sonaram0970	262	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
ganpat0970	196	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
rpyadav0970	256	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
chittarmal0970	346	Groundnut	Rasdar	Crops	70	September	KPK0970	qntls	2012
jpyadav0970	7662	Groundnut	Rasdar	Crops	40	October	KPK0970	qntls	2012
gcyadav0970	9	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
arjun0970	7671	Groundnut	Rasdar	Crops	20	October	KPK0970	qntls	2012
boduram0970	7670	Bajra	Mahyco	Crops	10	September	KPK0970	qntls	2012
godharam0970	14	Groundnut	Rasdar	Crops	15	September	KPK0970	qntls	2012
bhagi0970	7673	Groundnut	Rasdar	Crops	45	October	KPK0970	qntls	2012
jagmal0970	155	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
bhura0970	305	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
prabhati0970	297	Bajra	Desi	Crops	20	September	KPK0970	qntls	2012
deva0970	103	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
govind0970	7669	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
raghu0970	302	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
prahlad0970	303	Bajra	Pioneer	Crops	5	September	KPK0970	qntls	2012
skyadav0970	289	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
kanaram0970	353	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
ryadav0970	4	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
lryadav0970	265	Groundnut	Rasdar	Crops	60	September	KPK0970	qntls	2012
skyadav0970	282	Groundnut	Rasdar	Crops	25	September	KPK0970	qntls	2012
bhagirath0970	7668	Bajra	Mahyco	Crops	10	September	KPK0970	qntls	2012
kyadav0970	7665	Groundnut	Rasdar	Crops	25	October	KPK0970	qntls	2012
kmal0970	318	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
narayan0970	7646	Groundnut	Rasdar	Crops	25	October	KPK0970	qntls	2012
suvalal0970	377	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
bhomaram0970	349	Groundnut	Rasdar	Crops	60	September	KPK0970	qntls	2012
pra0970	142	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
chhigan0970	36	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
murli0970	237	Groundnut	Rasdar	Crops	20	October	KPK0970	qntls	2012
bhagi0970	7674	Bajra	Mahyco	Crops	5	October	KPK0970	qntls	2012
ramchandra0970	7652	Groundnut	Rasdar	Crops	40	October	KPK0970	qntls	2012
mohanlal0970	7644	Bajra	Pioneer	Crops	10	October	KPK0970	qntls	2012
juntha0970	7663	Groundnut	Rasdar	Crops	30	October	KPK0970	qntls	2012
psyadav0970	247	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
badri0970	240	Groundnut	Rasdar	Crops	30	September	KPK0970	qntls	2012
chittarmal0970	251	Bajra	Pioneer	Crops	20	September	KPK0970	qntls	2012
maliram0970	7677	Groundnut	Ganesh	Crops	25	October	KPK0970	qntls	2012
rudaram0970	169	Groundnut	Rasdar	Crops	10	September	KPK0970	qntls	2012
deva0970	151	Bajra	Pioneer	Crops	10	September	KPK0970	qntls	2012
pdyadav0970	341	Groundnut	Rasdar	Crops	40	September	KPK0970	qntls	2012
bsyadav0970	330	Groundnut	Rasdar	Crops	20	September	KPK0970	qntls	2012
bdyadav0970	30	Groundnut	Rasdar	Crops	10	September	KPK0970	qntls	2012
nryadav	115	Groundnut	Rasdar	Crops	15	September	KPK0970	qntls	2012
ypsyadav0970	295	Bajra	Pioneer	Crops	15	September	KPK0970	qntls	2012
ramkishor0970	7657	Groundnut	Rasdar	Crops	5	October	KPK0970	qntls	2012
ballusingh1034	8554	Raj Karan		Crops	25	Select	KPK1034	qntls	2012
jagnathyadav1034	8562	Wheat		Crops	50	March	KPK1034	qntls	2012
jagdishyadav1034	8570	Bajra		Crops	40	Select	KPK1034	qntls	2012
jagdishyadav1034	8571	Raj Karan		Crops	16	Select	KPK1034	qntls	2012
ghesaram1034	8601	Raj Karan		Crops	15	Select	KPK1034	qntls	2012
pholsingh1034	8544	Raj Karan		Crops	23	NULL	KPK1034	qntls	2012
laduram1034	8592	Raj Karan		Crops	35	Select	KPK1034	qntls	2012
sadhuram1034	8559	Wheat		Crops	32	March	KPK1034	qntls	2012
harinarayan1034	8602	Bajra		Crops	20	March	KPK1034	qntls	2012
raghuvir1034	8614	Raj Karan		Crops	8	Select	KPK1034	qntls	2012
ballusingh1034	8553	Wheat		Crops	20	March	KPK1034	qntls	2012
bhavaryadav1034	8584	Raj Karan		Crops	12	Select	KPK1034	qntls	2012
dhanshyam1034	8597	Bajra		Crops	20	Select	KPK1034	qntls	2012
ghesaram1034	8600	Wheat		Crops	24	March	KPK1034	qntls	2012
laluyadav1034	8547	Wheat		Crops	12	NULL	KPK1034	qntls	2012
rgurzer1034	8557	Wheat		Crops	13	NULL	KPK1034	qntls	2012
ramsharma1034	8575	Bajra		Crops	30	Select	KPK1034	qntls	2012
dineshsharma11034	8580	Bada Farmi		Crops	4	March	KPK1034	qntls	2012
dhanshyam1034	8596	Raj Karan		Crops	30	Select	KPK1034	qntls	2012
harinarayan1034	8603	Raj Karan		Crops	30	Select	KPK1034	qntls	2012
harinarayan1034	8605	Raj Karan		Crops	15	Select	KPK1034	qntls	2012
ramsharma1034	8572	Wheat		Crops	50	March	KPK1034	qntls	2012
dineshsharma1034	8577	Bada Farmi		Crops	4	March	KPK1034	qntls	2012
laduram1034	8591	Wheat		Crops	40	March	KPK1034	qntls	2012
raghuvir1034	8613	Bajra		Crops	16	Select	KPK1034	qntls	2012
jagnathyadav1034	8564	Bajra		Crops	25	Select	KPK1034	qntls	2012
ramsharma1034	8573	Raj Karan		Crops	40	Select	KPK1034	qntls	2012
ganeshram1034	8588	Raj Karan		Crops	25	Select	KPK1034	qntls	2012
ramyadav1034	8610	Raj Karan		Crops	25	Select	KPK1034	qntls	2012
raghuvirsharan1034	8619	Wheat		Crops	32	March	KPK1034	qntls	2012
pholsingh11034	8546	Raj Karan		Crops	43	NULL	KPK1034	qntls	2012
sadhuram1034	8560	Raj Karan		Crops	55	NULL	KPK1034	qntls	2012
bhavaryadav1034	8583	Wheat		Crops	28	March	KPK1034	qntls	2012
dhanshyam1034	8595	Wheat		Crops	32	March	KPK1034	qntls	2012
raghuvir11034	8615	Wheat		Crops	32	March	KPK1034	qntls	2012
raghuvir11034	8616	Raj Karan		Crops	30	Select	KPK1034	qntls	2012
laluyadav1034	8548	Raj Karan		Crops	55	NULL	KPK1034	qntls	2012
laxmanbunkar1034	8550	Raj Karan		Crops	18	Select	KPK1034	qntls	2012
raghuvir11034	8618	Raj Karan		Crops	16	Select	KPK1034	qntls	2012
raghuvirsharan1034	8620	Raj Karan		Crops	30	Select	KPK1034	qntls	2012
laxmanbunkar1034	8549	Wheat		Crops	16	March	KPK1034	qntls	2012
rgurzer1034	8558	Raj Karan		Crops	11	NULL	KPK1034	qntls	2012
jagnathyadav1034	8565	Bajra		Crops	11	Select	KPK1034	qntls	2012
jagdishyadav1034	8569	Bajra		Crops	11	Select	KPK1034	qntls	2012
laduram1034	8594	Bajra		Crops	20	Select	KPK1034	qntls	2012
raghuvir11034	8617	Bajra		Crops	15	Select	KPK1034	qntls	2012
ramsharma1034	8576	Raj Karan		Crops	15	Select	KPK1034	qntls	2012
ganeshram1034	8587	Wheat		Crops	40	March	KPK1034	qntls	2012
raghuvir1034	8611	Wheat		Crops	32	March	KPK1034	qntls	2012
jagdishyadav1034	8568	Raj Karan		Crops	30	Select	KPK1034	qntls	2012
laduram1034	8593	Bajra		Crops	16	Select	KPK1034	qntls	2012
ramyadav1034	8607	Bajra		Crops	30	March	KPK1034	qntls	2012
ramyadav1034	8608	Raj Karan		Crops	55	Select	KPK1034	qntls	2012
raghuvir1034	8612	Raj Karan		Crops	30	Select	KPK1034	qntls	2012
ramsharma1034	8574	Bajra		Crops	25	Select	KPK1034	qntls	2012
bhavaryadav1034	8585	Bajra		Crops	20	Select	KPK1034	qntls	2012
pholsingh11034	8545	Wheat		Crops	22	NULL	KPK1034	qntls	2012
laxmanbunkar1034	8551	Raj Karan		Crops	8	Select	KPK1034	qntls	2012
jagnathyadav1034	8563	Raj Karan		Crops	40	Select	KPK1034	qntls	2012
jagnathyadav1034	8566	Raj Karan		Crops	15	Select	KPK1034	qntls	2012
jagdishyadav1034	8567	Wheat		Crops	50	March	KPK1034	qntls	2012
raghuvirsharan1034	8621	Bajra		Crops	15	Select	KPK1034	qntls	2012
pholsingh1034	8543	Wheat		Crops	11	NULL	KPK1034	qntls	2012
ramyadav1034	8609	Kalyan Sona		Crops	60	Select	KPK1034	qntls	2012
laxmanbunkar1034	8552	Bajra		Crops	8	Select	KPK1034	qntls	2012
harinarayan1034	8604	Kalyan Sona		Crops	40	Select	KPK1034	qntls	2012
raghuvirsharan1034	8622	Raj Karan		Crops	16	Select	KPK1034	qntls	2012
sadhuram11034	8623	Wheat		Crops	32	March	KPK1034	qntls	2012
dram1034	15649	wheat	kalyan sona	Crops	60	April	kpk1034	qntls	2012
hng1034	15663	Bajra	560	Crops	20	October	kpk1034	qntls	2012
ballu1034	15679	wheat	3077	Crops	22	April	kpk1034	qntls	2012
ramgs1034	15629	Mustard		Crops	20	April	kpk1034	qntls	2012
dram1034	15650	Barley	rajkaran	Crops	55	April	kpk1034	qntls	2012
sadhu1034	15605	gram		Crops	8	April	kpk1034	qntls	2012
jnyadav1034	15656	gram	rajkaran	Crops	15	April	kpk1034	qntls	2012
ghanshyam1034	15694	Bajra	560	Crops	20	October	kpk1034	qntls	2012
laxman1034	15700	Bajra	T-59	Crops	8	May	kpk1034	qntls	2012
dhola1034	15704	Mustard	T-59	Crops	10	April	kpk1034	qntls	2012
jprasad1034	15645	gram	rajkaran	Crops	16	April	kpk1034	qntls	2012
jprasad1034	15648	Jowar	759	Crops	25	May	kpk1034	qntls	2012
jnyadav1034	15658	Mustard	759	Crops	20	May	kpk1034	qntls	2012
blg1034	15688	Bajra	T-59	Crops	15	May	kpk1034	qntls	2012
laxman1034	15697	Barley	rajkaran	Crops	22	April	kpk1034	qntls	2012
ramgs1034	15628	gram	rajkaran	Crops	15	August	kpk1034	qntls	2012
sadhury1034	15668	Mustard	T-59	Crops	20	May	kpk1034	qntls	2012
rich1034	15672	gram	rajkaran	Crops	15	April	kpk1034	qntls	2012
ghasi1034	15677	gram		Crops	15	April	kpk1034	qntls	2012
laxman1034	15699	Mustard	T-59	Crops	10	April	kpk1034	qntls	2012
ganpat1034	15620	wheat	3077	Crops	32	April	kpk1034	qntls	2012
ganpat1034	15624	Bajra	560	Crops	15	October	kpk1034	qntls	2012
raghu	15638	Barley	rajkaran	Crops	30	April	kpk1034	qntls	2012
hng1034	15662	gram		Crops	15	April	kpk1034	qntls	2012
ghanshyam1034	15691	wheat	kalyan sona	Crops	32	April	kpk1034	qntls	2012
dhola1034	15701	wheat	3077	Crops	22	April	kpk1034	qntls	2012
raghu	15642	Bajra	jk-560	Crops	16	October	kpk1034	qntls	2012
sadhury1034	15669	Jowar	T-59	Crops	25	May	kpk1034	qntls	2012
rich1034	15671	Barley	rajkaran	Crops	22	April	kpk1034	qntls	2012
ghanshyam1034	15693	gram	Desi	Crops	16	April	kpk1034	qntls	2012
laxman1034	15696	wheat	3077	Crops	22	April	kpk1034	qntls	2012
sadhu1034	15603	wheat	3077	Crops	32	April	kpk1034	qntls	2012
sadhu1034	15607	groundnut	m-13	Crops	16	October	kpk1034	qntls	2012
ganpat1034	15622	gram		Crops	16	April	kpk1034	qntls	2012
jnyadav1034	15657	Bajra	560	Crops	30	May	kpk1034	qntls	2012
ballu1034	15680	Barley	rajkaran	Crops	22	April	kpk1034	qntls	2012
blg1034	15687	gram	rajkaran	Crops	16	April	kpk1034	qntls	2012
ghanshyam1034	15695	Tomato	g=600	Vegetables	20	March	kpk1034	qntls	2012
dhola1034	15702	Barley	rajkaran	Crops	2	April	kpk1034	qntls	2012
sadhu1034	15604	Barley	rajkaran	Crops	30	April	kpk1034	qntls	2012
ganpat1034	15623	Mustard	t-59	Crops	8	April	kpk1034	qntls	2012
ganpat1034	15625	Groundnut	rasdar	Crops	12	October	kpk1034	qntls	2012
dram1034	15652	Bajra	560	Crops	30	October	kpk1034	qntls	2012
hng1034	15661	Barley	rajkaran	Crops	22	April	kpk1034	qntls	2012
sadhury1034	15666	Barley	rajkaran	Crops	22	April	kpk1034	qntls	2012
dhola1034	15703	gram	rajkaran	Crops	8	April	kpk1034	qntls	2012
sadhu1034	15608	tomato	goldan	Vegetables	6	March	kpk1034	qntls	2012
ramgs1034	15626	wheat	3077	Crops	50	April	kpk1034	qntls	2012
hng1034	15664	Chilly		Vegetables	5	May	kpk1034	qntls	2012
sadhury1034	15665	wheat	3077	Crops	22	April	kpk1034	qntls	2012
rich1034	15673	Mustard	T-59	Crops	20	May	kpk1034	qntls	2012
blg1034	15686	Barley	rajkaran	Crops	22	April	kpk1034	qntls	2012
sadhu1034	15606	Mustard	t-59	Crops	8	April	kpk1034	qntls	2012
ramgs1034	15630	Bajra	560	Crops	30	May	kpk1034	qntls	2012
raghu	15641	groundnut	rasdar	Crops	12	October	kpk1034	qntls	2012
jprasad1034	15647	Mustard	759	Crops	20	May	kpk1034	qntls	2012
jnyadav1034	15655	Barley	rajkaran	Crops	22	April	kpk1034	qntls	2012
jnyadav1034	15659	Jowar	759	Crops	25	May	kpk1034	qntls	2012
ballu1034	15682	Mustard	T-59	Crops	15	May	kpk1034	qntls	2012
ghanshyam1034	15692	Barley	rajkaran	Crops	30	April	kpk1034	qntls	2012
ganpat1034	15621	Barley	rajkaran	Crops	30	April	kpk1034	qntls	2012
jprasad1034	15643	wheat	3077	Crops	22	April	kpk1034	qntls	2012
jprasad1034	15644	Barley	rajkaran	Crops	22	April	kpk1034	qntls	2012
dram1034	15651	Bajra		Crops	25	Select	kpk1034	qntls	2012
dram1034	15653	Gram		Crops	8	October	kpk1034	qntls	2012
ghasi1034	15678	Bajra	560	Crops	12	October	kpk1034	qntls	2012
blg1034	15685	wheat	3077	Crops	22	April	kpk1034	qntls	2012
ramgs1034	15627	Barley	rajkaran	Crops	40	April	kpk1034	qntls	2012
raghu	15637	wheat	3077	Crops	32	April	kpk1034	qntls	2012
raghu	15640	Mustard		Crops	8	April	kpk1034	qntls	2012
jprasad1034	15646	Bajra		Crops	40	May	kpk1034	qntls	2012
sadhury1034	15667	gram	rajkaran	Crops	15	April	kpk1034	qntls	2012
raghu	15639	gram		Crops	8	April	kpk1034	qntls	2012
jnyadav1034	15654	wheat	3077	Crops	22	April	kpk1034	qntls	2012
hng1034	15660	wheat	kalyan sona	Crops	40	April	kpk1034	qntls	2012
rich1034	15674	Jowar	T-59	Crops	25	May	kpk1034	qntls	2012
ballu1034	15681	gram	rajkaran	Crops	16	April	kpk1034	qntls	2012
laxman1034	15698	gram	rajkaran	Crops	8	April	kpk1034	qntls	2012
dhola1034	15705	Bajra	T-59	Crops	8	May	kpk1034	qntls	2012
rich1034	15670	wheat	3077	Crops	33	April	kpk1034	qntls	2012
ghasi1034	15675	wheat	kalyan sona	Crops	24	April	kpk1034	qntls	2012
ghasi1034	15676	Mustard	rajkaran	Crops	8	April	kpk1034	qntls	2012
sadhuram11034	8624	Raj Karan		Crops	30	Select	KPK1034	qntls	2012
shubux1034	8630	Bajra		Crops	24	Select	KPK1034	qntls	2012
shubux1034	8627	Wheat		Crops	40	March	KPK1034	qntls	2012
lelaram1034	8638	Raj Karan		Crops	15	Select	KPK1034	qntls	2012
lelaram1034	8639	Bajra		Crops	20	Select	KPK1034	qntls	2012
sadhuram11034	8626	Raj Karan		Crops	8	Select	KPK1034	qntls	2012
shubux1034	8629	Raj Karan		Crops	20	Select	KPK1034	qntls	2012
lelaram1034	8637	Wheat	shriram	Crops	40	March	KPK1034	qntls	2012

