UserId	Item	ItemType	Variety	ForeQty	ForeMonth	UnderKPK	UOM
pudha1006	Crops	Wheat	PBW-343	45	April	kpk1006	qntls
vinod1099	Crops	Wheat	PBW-343	80	April	kpk1099	qntls
hotilal1099	Crops	Wheat	PBW-343	50	April	kpk1099	qntls
bacchu1099	Crops	Bajra	Pioneer	60	October	kpk1099	qntls
nehnu1289	Crops	Bajra	Null	4	Select	kpk1289	qntls
hardevnath1336	Crops	wheat	3077	18	April	kpk1336	qntls
cheatram 1390	Crops	Mustard	Null	40	March	KPK1390	qntls
hariram1289	Crops	wheat	Null	15	Select	kpk1289	qntls
ramda1289	Crops	Mustard	Null	25	Select	kpk1289	qntls
motil1289	Crops	wheat	Null	10	Select	kpk1289	qntls
murari1289	Crops	Sorghum	Null	4	Select	kpk1289	qntls
jamna1336	Crops	wheat	rajseeds	40	April	kpk1336	qntls
anokhelal1099	Crops	Barley	Laxmi	15	March	kpk1099	qntls
harigh1026	Crops	Paddy	Null	70	October	kpk1026	qntls
k1289	Crops	Sorghum	Null	3	Select	kpk1289	qntls
ramjil1026	Crops	Wheat	PBW-343	60	April	kpk1026	qntls
t1289	Crops	Sorghum	Null	2	Select	kpk1289	qntls
brajmohan1066	Crops	Mustard	Krishna	10	February	kpk1099	qntls
rajani1026	Crops	Wheat	PBW-343	200	April	kpk1026	qntls
bachhalal 1336	Crops	Mustard	Null	80	April	kpk1336	qntls
neckram1016	Crops	Wheat	PBW-343	80	April	kpk1016	qntls
udayveerji1016	Crops	Barley	PL-172	40	March	kpk1016	qntls
Khchchi	Crops	Mustard	Raj Laxmi	20	February	KPK1173	qntls
purushottam1016	Crops	Wheat	PBW-343	50	April	kpk1016	qntls
ramigb1020	Crops	Paddy	PB-1	1	October	kpk1020	qntls
deen1351	Crops	wheat	343	20	April	kpk1351	qntls
dhanshyam	Crops	Wheat	Lok-1	102	April	KPK1504	qntls
hariram12	Crops	Wheat	Lok-1	80	April	KPK1505	qntls
dyan1047	Crops	paddy	sugand	0	NULL	kpk1047	NULL
deendayal	Crops	Wheat	Lok-1	100	April	KPK1504	qntls
shivnath	Crops	Wheat	Lok-1	160	April	KPK1505	qntls
jadonray	Crops	Bajra	Hybrid	120	September	KPK1505	qntls
santosh-5	Crops	Safflower	Bhima	15	April	kpk1549	qntls
narendar1021	Crops	Wheat	PBW-343	250	April	kpk1021	qntls
gulabsingh1	Crops	Bajra	Hybrid	55	September	KPK1505	qntls
jagdishprasad	Crops	Wheat	Lok-1	3	April	KPK1504	Qntls
khuman1119	Crops	Wheat	Lokman	275	April	kpk1119	qntls
ramniwas_1	Crops	Mustard	Local	96	February	KPK1505	qntls
ramdhan33	Crops	Gram	Vijay	10	September	kpk1681	qntls
Kaptan	Crops	Bajra	Null	20	September	KPK1791	qntls
namdev33	Crops	Jowar	Csh9	20	September	kpk1681	qntls
Sultan	Crops	Wheat	Null	40	April	KPK1791	qntls
DevKaranJi1678	Crops	Wheat	Locvan	40	March	kpk1678	Qntls
Narayan1678	Crops	Mustard	PusaBold	170	February	kpk1678	Qntls
RamKaranJi1678	Crops	Mustard	PusaBold	119	February	kpk1678	Qntls
madhurabai33	Crops	Safflowar	Bhima	22	October	kpk1681	qntls
ramdas	Crops	Wheat	Null	10	April	KPK1791	qntls
vilas	Crops	Bajra	Null	8	September	KPK1791	qntls
dharaveer1607	Crops	Paddy	Null	40	November	kpk1607	qntls
sumran1667	Crops	Mustard	Rohine	40	February	KPK1667	qntls
RamSawroopJi1678	Crops	Coriander	Meetha	20	March	kpk1678	Qntls
banwarifmr	Crops	Mustard	Raj Laxmi	60	April	kpk1743	qntls
Choth1663	Crops	Mustard	Pusa Bild	200	October	KPK1663	qntls
Choth1663	Crops	Wheat	Null	160	March	KPK1663	qntls
mote1356	Crops	Mustard	Null	0	NULL	KPK1356	NULL
kpk1021omparkas	Crops	Mustard	Null	10	February	KPK1021	qntls
kpk1021omparkas	Crops	Bajra	9330	25	October	KPK1021	qntls
dhram1356	Crops	Bajra	Null	10	September	kpk1356	qntls
amba1356	Crops	Mustard	Null	30	March	kpk1356	qntls
jugend1018	Vegetables	Potato	3797	300	March	kpk1018	qntls
sitarama1356	Crops	wheat	Null	60	March	KPK1356	qntls
Ramsroop1390	Crops	wheat	Null	30	April	KPK1390	qntls
suraj1363	Crops	Mustard	Null	2.4	Select	kpk1363	Qntls
naray1356	Crops	Mustard	Null	30	April	KPK1356	qntls
yogendra1018	Crops	Wheat	PBW-343	30	April	kpk1018	qntls
dharm 1390	Crops	wheat	Null	40	April	KPK1390	qntls
devenm1018	Vegetables	Potato	3797	200	April	kpk1018	qntls
bahadu1018	Crops	Wheat	Null	30	April	kpk1018	qntls
raehs1018	Vegetables	Potato	3797	5	April	kpk1018	qntls
bhagwan1006	Crops	Bajra	Krishna	20	October	kpk1006	qntls
bhagwan1006	Crops	Barley	PL-172	20	March	kpk1006	qntls
hans1363	Crops	wheat	Null	60	Select	kpk1363	qntls
hukagh1018	Crops	Wheat	Null	40	April	kpk1018	qntls
jaga1356	Crops	Maize	Null	2	October	kpk1356	qntls
gokulji1356	Crops	Maize	Null	0	NULL	kpk1356	NULL
preem1390	Crops	Mustard	Null	20	Select	KPK1390	qntls
sima1356	Crops	Maize	Null	0	NULL	kpk1356	NULL
Naher1390	Crops	Bajra	Null	15	Select	KPK1390	qntls
meerab1356	Crops	Mustard	Null	20	April	kpk1356	qntls
kalim1356	Crops	wheat	Null	10	May	kpk1356	qntls
Than1390	Crops	wheat	Null	50	Select	KPK1390	qntls
kpk1021bojraj	Crops	Bajra	9330	15	October	KPK1021	qntls
mnir1018	Crops	Wheat	PBW-343	20	April	kpk1018	qntls
kpk1021saspal	Crops	Wheat	343	20	April	KPK1021	qntls
mohan1289	Crops	wheat	Null	10	March	kpk1289	qntls
hans1289	Crops	Mustard	Null	15	March	kpk1289	qntls
mahend1006	Crops	Mustard	Null	8	February	kpk1006	qntls
puspa1390	Crops	Mustard	Null	25	March	KPK1390	qntls
dhrameg1051	Crops	Wheat	PBW-.343	80	April	kpk1151	qntls
kpk1021devendar	Crops	Paddy	Null	100	November	KPK1021	qntls
lalaram1390	Crops	Mustard	Null	45	March	KPK1390	qntls
ramg1289	Crops	gram	Null	0	NULL	kpk1289	NULL
kpk1021ramhari	Crops	Bajra	Pioneer	20	October	KPK1021	qntls
jaysingh1006	Crops	Bajra	2210	20	October	kpk1006	qntls
raghuveer1099	Crops	Wheat	PBW-343	40	April	kpk1099	qntls
hargh1006	Vegetables	Potato	Null	5	April	kpk1006	qntls
vijayswaroop1099	Crops	Wheat	PBW-343	40	April	kpk1099	qntls
devji1006	Vegetables	Potato	Null	20	April	kpk1006	qntls
harjilal1336	Crops	Sorghum	Null	10	January	kpk1336	qntls
bucharam1099	Crops	Barley	Laxmi	8	March	kpk1099	qntls
bucharam1099	Vegetables	Potato	3797	375	March	kpk1099	qntls
mohandas1289	Crops	wheat	Null	10	Select	kpk1289	qntls
preddp1390	Crops	Mustard	Null	55	March	KPK1390	qntls
bhanwar1289	Crops	Bajra	Null	3	Select	kpk1289	qntls
ramesh1289	Crops	gram	Null	10	Select	kpk1289	qntls
nehnu1289	Crops	Mustard	Null	25	Select	kpk1289	qntls
hardevnath1336	Crops	gram	Null	8	April	kpk1336	qntls
nangaram1099	Vegetables	Potato	3797	400	March	kpk1099	qntls
jawara 1336	Crops	Mustard	rajseeds	140	March	kpk1336	qntls
murari1289	Crops	Bajra	Null	4	Select	kpk1289	qntls
hari1099	Crops	Wheat	PBW-343	70	April	kpk1099	qntls
satyaprakash1099	Crops	Barley	Laxmi	15	March	kpk1099	qntls
hem1289	Crops	gram	Null	3	Select	kpk1289	qntls
rakesh1336	Crops	wheat	Null	80	April	kpk1336	qntls
rakesh1336	Crops	gram	Null	15	April	kpk1336	qntls
h1289	Crops	wheat	Null	20	Select	kpk1289	qntls
h1289	Crops	Bajra	Null	3	Select	kpk1289	qntls
k1289	Crops	Mustard	Null	30	Select	kpk1289	qntls
p1289	Crops	wheat	Null	10	Select	kpk1289	qntls
p1289	Crops	Sorghum	Null	2	Select	kpk1289	qntls
raming1026	Crops	Bajra	Null	10	October	kpk1026	qntls
papulal1336	Crops	Mustard	Null	80	April	kpk1336	qntls
rambabu12	Crops	Wheat	Lok-1	300	April	KPK1504	qntls
teekaram12	Crops	Mustard	Local	2	March	KPK1504	Qntls
chhito1152	Crops	Paddy	Pusa 1121	200	November	KPK1152	qntls
damodarprasad	Crops	Wheat	Lok-1	225	April	KPK1504	qntls
rasalsingh	Crops	Wheat	Lok-1	175	April	KPK1505	qntls
santoshr1523	Crops	Paddy	Soman	20	January	KPK1523	qntls
santosh-5	Crops	Gram	Vijay	45	February	kpk1549	qntls
ashokkumar1	Crops	Mustard	Local	96	February	KPK1505	qntls
sardarsingh_1	Crops	Wheat	Lok-1	80	April	KPK1505	qntls
sobhransingh1	Crops	Mustard	Local	86	February	KPK1505	qntls
ramjilal1	Crops	Mustard	Local	45	February	KPK1505	qntls
rameshsingh	Crops	Bajra	Hybrid	45	September	KPK1505	qntls
indrasingh	Crops	Bajra	Hybrid	185	September	KPK1504	qntls
balram1667	Crops	Mustard	Rohine	40	March	KPK1667	qntls
janak33	Crops	Safflowar	Bhima	22	October	kpk1681	qntls
janak33	Crops	Tur	Ganesh	20	December	kpk1681	qntls
Kaptan	Crops	Wheat	Null	10	April	KPK1791	qntls
Suwal	Crops	Bajra	Null	10	September	KPK1791	qntls
mahindar1170	Crops	Paddy	HKR47	400	November	KPK1170	qntls
chatro1170	Crops	Wheat	"343,711,502"	200	April	KPK1170	qntls
ajay1667	Crops	Mustard	Rohine	7	February	KPK1667	qntls
Kanwar1678	Crops	Mustard	PusaBold	170	February	kpk1678	Qntls
madhurabai33	Crops	Jowar	Csh9	30	September	kpk1681	qntls
RamNarayanJi1678	Crops	Wheat	Locvan	70	March	kpk1678	Qntls
ramu1604	Crops	Paddy	HKR47	300	October	KPK1604	qntls
ranveer1604	Crops	Paddy	HKR47	150	September	KPK1604	qntls
lokpal1604	Crops	Paddy	HKR47	50	September	KPK1604	qntls
kpk1021ramesvar	Crops	Barley	Pl-172	30	March	KPK1021	qntls
ramesha1356	Crops	wheat	Null	20	March	KPK1356	qntls
knaha1356	Crops	wheat	Null	20	March	kpk1356	qntls
suraj1363	Crops	wheat	Null	60	Select	kpk1363	qntls
desh1356	Crops	Bajra	Null	15	September	kpk1356	qntls
gopaljag1356	Crops	wheat	Null	20	May	kpk1356	qntls
Nernjan1390	Crops	Mustard	Null	30	March	KPK1390	qntls
syoy1356	Crops	wheat	Null	40	May	KPK1356	qntls
narayanjat1363	Crops	wheat	Null	60	Select	kpk1363	qntls
ranmaswer1390	Crops	Mustard	Null	40	March	KPK1390	qntls
savita1356	Crops	Bajra	Null	10	September	kpk1356	qntls
gulveer1018	Crops	Wheat	PBW-343	120	April	kpk1006	qntls
visingh1018	Crops	Barley	Jyoti	2	April	kpk1018	qntls
jangveer1006	Crops	Wheat	PBW-343	320	April	kpk1006	qntls
kpk1021ramsanehi	Crops	Wheat	343	30	April	KPK1021	qntls
raten singh1390	Crops	Mustard	Null	60	Select	KPK1390	qntls
badamsingh1356	Crops	wheat	Null	40	Select	kpk1356	qntls
nrb1356	Crops	Mustard	Null	25	April	kpk1356	qntls
Bhola1390	Crops	wheat	Null	40	Select	KPK1390	qntls
palji1356	Crops	wheat	Null	20	May	kpk1356	qntls
palji1356	Crops	Maize	Null	0	NULL	kpk1356	NULL
kpk1021omveer	Crops	Bajra	9330	9330	October	KPK1021	qntls
rajjat1356	Crops	Maize	Null	0	NULL	kpk1356	NULL
rampal1356	Crops	Bajra	Null	10	October	kpk1356	qntls
preem1390	Crops	wheat	Null	25	Select	KPK1390	qntls
preem1390	Crops	Bajra	Null	10	Select	KPK1390	qntls
rajen1390	Crops	Bajra	Null	8	Select	KPK1390	qntls
sukhbhee1356	Crops	Mustard	Null	40	April	kpk1356	qntls
kpk1021gedalal	Crops	Bajra	Pioneer	10	October	KPK1021	qntls
kpk1021pramsingh	Crops	Barley	Pl-172	10	March	KPK1021	qntls
gulsingh1018	Crops	Wheat	PBW-343	30	April	kpk1018	qntls
gulsingh1018	Crops	Mustard	Rohani	20	February	kpk1018	qntls
sudarsh1018	Vegetables	Potato	3797	2000	April	kpk1018	qntls
haripal1006	Crops	Wheat	PBW-343	150	April	kpk1006	qntls
bajranglal1336	Crops	gram	Null	24	April	kpk1336	qntls
kpk1021saspal	Crops	Bajra	Pioneer	10	October	KPK1021	qntls
shivdut1390	Crops	wheat	Null	42	Select	KPK1390	qntls
shiv 1390	Crops	Mustard	Null	40	Select	KPK1390	qntls
s1289	Crops	Mustard	Null	10	March	kpk1289	qntls
sh1289	Crops	wheat	Null	10	March	kpk1289	qntls
pappu1289	Crops	gram	Null	0	NULL	kpk1289	NULL
kajod	Crops	Mustard	Null	25	March	kpk1289	qntls
m1289	Crops	Bajra	Null	0	NULL	kpk1289	NULL
sunder1390	Crops	wheat	Null	60	April	KPK1390	qntls
dinesh1099	Crops	Bajra	86M32	40	October	kpk1099	qntls
chodhuary1336	Crops	Black Gram	Null	5	September	kpk1336	qntls
ramb1289	Crops	Bajra	Null	0	NULL	kpk1289	NULL
dhrampal1099	Crops	Barley	PL-172	40	March	kpk1099	qntls
dhrampal1099	Crops	Bajra	86M32	80	October	kpk1099	qntls
punit1390	Crops	Bajra	Null	0.14	October	KPK1390	Qntls
pudha1006	Vegetables	Potato	Null	1500	April	kpk1006	qntls
rajveersharma1099	Vegetables	Potato	3797	2200	March	kpk1099	qntls
rajveersharma1099	Crops	Mustard	Rohini	15	February	kpk1099	qntls
mangalsen1099	Crops	Wheat	PBW-343	250	April	kpk1099	qntls
devji1006	Crops	Wheat	PBW-343	320	April	kpk1006	qntls
suraj1336	Crops	Mustard	rajseeds	25	March	kpk1336	qntls
suraj1336	Crops	wheat	3077	15	April	kpk1336	qntls
bhanwar1289	Crops	wheat	Null	8	Select	kpk1289	qntls
hardevnath1336	Crops	Mustard	rajseeds	56	March	kpk1336	qntls
Tirloki1106	Crops	Wheat	343	3500	April	kpk1106	qntls
hariram1289	Crops	Sorghum	Null	3	Select	kpk1289	qntls
ramda1289	Crops	wheat	Null	10	Select	kpk1289	qntls
motil1289	Crops	Mustard	Null	20	Select	kpk1289	qntls
ramnivas1099	Crops	Wheat	PBW-343	30	April	kpk1099	qntls
satyaprakash1099	Crops	Mustard	Krishna	10	February	kpk1099	qntls
kpk1021jagadis	Crops	Bajra	Pioneer	30	October	KPK1021	qntls
rakesh1336	Crops	Mustard	Null	180	April	kpk1336	qntls
kpk1021mangal	Crops	Wheat	343	10	April	KPK1021	qntls
mo1289	Crops	Bajra	Null	0	NULL	kpk1289	NULL
rameshwar1099	Crops	Barley	Laxmi	15	March	kpk1099	qntls
pra1205	Crops	Wheat	273	300	April	kpk1205	qntls
ramlakhan2	Crops	Mustard	Local	21	March	KPK1504	qntls
narpal	Crops	Bajra	Hybrid	180	September	KPK1504	qntls
teekaram12	Crops	Wheat	Lok-1	2.5	April	KPK1504	Qntls
prem1119	Crops	Gram	315	50	May	kpk1119	qntls
rasalsingh	Crops	Bajra	Hybrid	160	September	KPK1505	qntls
laxmi01	Crops	Soyabean	js-335	35	October	kpk1569	qntls
dhnaneshwar	Crops	Gram	Vijay	25	January	kpk1549	qntls
Pusp1047	Crops	wheat	343	50	March	kpk1047	qntls
rajanl1047	Crops	Cotton	777	8	November	kpk1047	qntls
damodarprasad	Crops	Bajra	Hybrid	150	September	KPK1504	qntls
surendrasingh12	Crops	Mustard	Local	120	February	KPK1505	qntls
shivnath	Crops	Bajra	Hybrid	120	September	KPK1505	qntls
dhyandeep33	Crops	Safflowar	Bhima	30	October	kpk1681	qntls
dhyandeep33	Crops	Cotton	Ankur651	50	December	kpk1681	qntls
dhyandeep33	Crops	Tur	Ganesh	55	December	kpk1681	qntls
Ramba	Crops	Mustard	Null	0.3	March	KPK1791	Qntls
Suwal	Crops	Mustard	Null	0.3	March	KPK1791	Qntls
Ramesh1678	Crops	Wheat	Locvan	40	February	kpk1678	Qntls
ramdas	Crops	Bajra	Null	10	September	KPK1791	qntls
munni1169	Crops	Wheat	"343,502"	120	April	KPK1169	qntls
kalluji1667	Crops	Wheat	Lokman	100	April	KPK1667	qntls
shivfmr	Crops	Mustard	Raj Laxmi	80	April	kpk1743	qntls
kpk1021omparkas	Crops	Barley	Pl-172	20	March	KPK1021	qntls
kpk1021ramesvar	Crops	Wheat	343	50	April	KPK1021	qntls
kpk1021ramesvar	Crops	Mustard	Null	10	February	KPK1021	qntls
kpk1021ramesvar	Crops	Bajra	9330	50	October	KPK1021	qntls
sitarama1356	Crops	Mustard	Null	35	April	KPK1356	qntls
mann1356	Crops	wheat	Null	20	March	kpk1356	qntls
mann1356	Crops	Bajra	Null	10	September	kpk1356	qntls
ambaa1356	Crops	Mustard	Null	75	March	kpk1356	qntls
gopaljag1356	Crops	Mustard	Null	80	March	kpk1356	qntls
dharm 1390	Crops	Mustard	Null	30	March	KPK1390	qntls
bhavans1018	Crops	Wheat	Null	10	April	kpk1018	qntls
kumbha1363	Crops	wheat	Null	60	Select	kpk1363	qntls
srandr1018	Crops	Wheat	Null	100	April	kpk1018	qntls
Dhup1390	Crops	Mustard	Null	10	March	KPK1390	qntls
vingh1018	Crops	Wheat	Null	40	April	kpk1018	qntls
kuwarpal1006	Crops	Wheat	373	100	April	kpk1006	qntls
omkar1006	Crops	Wheat	373	40	April	kpk1006	qntls
parhladch1363	Crops	Mustard	Null	90	Select	kpk1363	qntls
Ramnarayan1390	Crops	Wheat	Null	40	April	KPK1390	qntls
sar1363	Crops	wheat	Null	60	Select	kpk1363	qntls
motiji1356	Crops	wheat	Null	10	May	kpk1356	qntls
baluram1356	Crops	Bajra	Null	10	October	kpk1356	qntls
gokulji1356	Crops	Bajra	Null	10	October	kpk1356	qntls
kpk1021asohk	Crops	Barley	Pl-172	15	March	KPK1021	qntls
ashay1356	Crops	Bajra	Null	5	October	kpk1356	qntls
rajen1390	Crops	Mustard	Null	30	Select	KPK1390	qntls
mha1356	Crops	Bajra	Null	5	October	kpk1356	qntls
kpk1021pramsingh	Crops	Bajra	9330	15	October	KPK1021	qntls
kpk1021chandarban	Crops	Bajra	Pineer	15	October	KPK1021	qntls
kpk1021janak	Crops	Barley	Pl-172	10	March	KPK1021	qntls
ompark1018	Crops	Barley	Null	10	June	kpk1018	qntls
ompark1018	Vegetables	Potato	3797	15	April	kpk1018	qntls
devend1006	Crops	Wheat	PBW-343	70	April	kpk1006	qntls
devend1006	Crops	Bajra	Kanchan	20	October	kpk1006	qntls
natay1018	Crops	Wheat	PBW-343	20	April	kpk1018	qntls
deveng1018	Vegetables	Potato	3797	5	April	kpk1018	qntls
kpk1021sataypal	Crops	Wheat	343	15	April	KPK1021	qntls
kishanlal1336	Crops	Mustard	Null	48	March	kpk1336	qntls
panchulal1336	Crops	gram	Null	16	April	kpk1336	qntls
sytanarayan1336	Crops	gram	Null	24	April	kpk1336	qntls
sytanarayan1336	Crops	wheat	Null	30	April	kpk1336	qntls
sytanarayan1336	Crops	Gram	Null	24	November	kpk1336	qntls
shankarlal1099	Crops	Wheat	PBW-343	80	April	kpk1099	qntls
sunder1390	Crops	Mustard	Null	55	March	KPK1390	qntls
baburam1390	Crops	Mustard	Null	30	March	KPK1390	qntls
baburam1390	Crops	wheat	Null	25	April	KPK1390	qntls
lohery1390	Crops	Bajra	Null	0.1	October	KPK1390	Qntls
niranjan1099	Crops	Wheat	PBW-343	80	April	kpk1099	qntls
ramg1289	Crops	Mustard	Null	30	Select	kpk1289	qntls
mahesh1336	Crops	gram	Null	5	November	kpk1336	qntls
rameshchandra1099	Crops	Bajra	86M32	40	October	kpk1099	qntls
rameshchandra1099	Vegetables	Potato	3797	3000	March	kpk1099	qntls
ramma1006	Crops	Wheat	PBW-343	80	April	kpk1006	qntls
bhagh1006	Crops	Paddy	Null	5	October	kpk1006	qntls
hargh1006	Crops	Wheat	PBW-343	125	April	kpk1006	qntls
vijayswaroop1099	Vegetables	Potato	3797	400	March	kpk1099	qntls
hotilal1099	Crops	Bajra	Pioneer	60	October	kpk1099	qntls
raal1006	Crops	Paddy	Null	50	October	kpk1006	qntls
harjilal1336	Crops	Mustard	rajseeds	25	March	kpk1336	qntls
suraj mal1390	Crops	Mustard	Null	12	March	KPK1390	qntls
Shoba1390	Crops	wheat	Null	35	April	KPK1390	qntls
b1289	Crops	wheat	Null	15	Select	kpk1289	qntls
hari1099	Crops	Bajra	Pioneer	40	October	kpk1099	qntls
rammeena1289	Crops	wheat	Null	20	Select	kpk1289	qntls
rammeena1289	Crops	Sorghum	Null	3	Select	kpk1289	qntls
rambe1289	Crops	gram	Null	3	Select	kpk1289	qntls
gi1289	Crops	Mustard	Null	15	Select	kpk1289	qntls
kpk1021mangal	Crops	Barley	Pl-172	5	March	KPK1021	qntls
murarilal1099	Crops	Wheat	PBW-343	120	April	kpk1099	qntls
kawar1336	Crops	Mustard	Null	80	April	kpk1336	qntls
kawar1336	Crops	Sorghum	Null	15	December	kpk1336	qntls
pra1205	Crops	Wheat	8498	75	April	kpk1205	qntls
t1289	Crops	Bajra	Null	4	Select	kpk1289	qntls
dhaniram	Crops	Mustard	Local	120	March	KPK1504	qntls
ashokkumar	Crops	Wheat	Lok-1	200	April	KPK1504	qntls
deen1351	Crops	mustard	pioneer	21	April	kpk1351	qntls
hari1424	Crops	wheat	147	20	April	KPK1424	qntls
rajanl1047	Crops	wheat	343	18	February	kpk1047	qntls
vinayak15	Crops	gram	vijay	10	February	kpk1549	qntls
pooransingh	Crops	Bajra	Hybrid	125	September	KPK1504	qntls
dineshkumar	Crops	Mustard	Local	160	March	KPK1504	qntls
damodarprasad	Crops	Mustard	Local	175	March	KPK1504	qntls
jagdishkumar	Crops	Wheat	Lok-1	100	April	KPK1505	qntls
jadonray	Crops	Wheat	Lok-1	160	April	KPK1505	qntls
hari1220	Crops	Paddy	Muchad	5	October	kpk1220	qntls
sarbatidevi	Crops	Mustard	Local	100	February	KPK1505	qntls
prathavisingh	Crops	Bajra	Hybrid	100	September	KPK1505	qntls
janak33	Crops	Cotton	Ankur651	30	December	kpk1681	qntls
Kaptan	Crops	Mustard	Null	20	March	KPK1791	qntls
Ramba	Crops	Wheat	Null	8	April	KPK1791	qntls
shankar1169	Crops	Wheat	343	120	April	KPK1667	qntls
mahesh1667	Crops	Mustard	Rohine	50	February	KPK1667	qntls
rajendr1667	Crops	Wheat	2329	120	April	KPK1667	qntls
babuji1699	Crops	Wheat	343	50	April	KPK1699	qntls
krishanfmr	Crops	Mustard	Raj Laxmi	125	April	kpk1743	qntls
OmlPrakash1678	Crops	Mustard	PusaBold	86.7	February	kpk1678	Qntls
ramji1169	Crops	Wheat	"502,343"	400	April	kpk1169	qntls
kishan1607	Crops	Paddy	140	200	November	kpk1607	qntls
munni1169	Crops	Mustard	Rohine	30	March	KPK1169	qntls
rlnagar1678	Crops	Mustard	PusaBold	170	February	kpk1678	Qntls
Shyam1663	Crops	SoyaBin	G5335	100	October	KPK1663	qntls
Shyam1663	Crops	Garlic	Chapniz	100	March	KPK1663	qntls
mohanl1390	Crops	Mustard	Null	40	March	KPK1390	qntls
mote1356	Crops	Bajra	Null	20	October	KPK1356	qntls
laxman1390	Crops	wheat	Null	50	April	KPK1390	qntls
satyan1356	Crops	Mustard	Null	20	April	KPK1356	qntls
shvji1356	Crops	Mustard	Null	30	March	kpk1356	qntls
shankar1363	Crops	Mustard	Null	60	Select	kpk1363	qntls
bany1356	Crops	wheat	Null	20	May	KPK1356	qntls
sanjiv1356	Crops	Bajra	Null	10	September	kpk1356	qntls
vtivar1018	Crops	Barley	Jyoti	10	April	kpk1018	qntls
niranja1018	Crops	Wheat	Null	30	April	kpk1018	qntls
mahsi1018	Crops	Wheat	Null	30	April	kpk1018	qntls
shuki1390	Crops	Mustard	Null	80	Select	KPK1390	qntls
baluram1356	Crops	Mustard	Null	40	April	kpk1356	qntls
rajjat1356	Crops	Bajra	Null	10	October	kpk1356	qntls
satisku1151	Crops	Wheat	PBW-.343	150	April	kpk1151	qntls
sima1356	Crops	Bajra	Null	5	October	kpk1356	qntls
kpk1021mohamdkha	Crops	Wheat	343	20	April	KPK1021	qntls
kpk1021mohamdkha	Crops	Bajra	Pioneer	10	October	KPK1021	qntls
Bhagwet1390	Crops	wheat	Null	50	Select	KPK1390	qntls
Than1390	Crops	Mustard	Null	45	Select	KPK1390	qntls
kpk1021chandarban	Crops	Wheat	343	15	April	KPK1021	qntls
kpk1021janak	Crops	Wheat	343	20	April	KPK1021	qntls
kpk1021ramkhiladi	Crops	Wheat	343	40	April	KPK1021	qntls
papp1018	Crops	Mustard	Null	5	February	kpk1018	qntls
mharam1336	Crops	Gram	Null	4	November	kpk1336	qntls
lakami1390	Crops	wheat	Null	40	April	KPK1390	qntls
lalaram1390	Crops	Bajra	Null	0.05	October	KPK1390	Qntls
rajesh1336	Crops	groundnut	Null	2	November	kpk1336	qntls
c1289	Crops	Mustard	Null	10	Select	kpk1289	qntls
bh1289	Crops	gram	Null	0	NULL	kpk1289	NULL
ramp1289	Crops	gram	Null	0	NULL	kpk1289	NULL
ramp1289	Crops	Bajra	Null	0	NULL	kpk1289	NULL
l1289	Crops	Mustard	Null	15	Select	kpk1289	qntls
bilaram1336	Crops	wheat	Null	32	April	kpk1336	qntls
kpk1021vedprakas	Crops	Bajra	Pioneer	30	October	KPK1021	qntls
kpk1021ramhari	Crops	Barley	Pl-172	20	March	KPK1021	qntls
rajveersharma1099	Crops	Barley	Laxmi	80	March	kpk1099	qntls
surening1006	Crops	Wheat	PBW-343	150	April	kpk1006	qntls
bacchu1099	Vegetables	Potato	3797	200	March	kpk1099	qntls
raal1006	Crops	Wheat	PBW-343	60	April	kpk1006	qntls
preddp1390	Crops	Bajra	Null	0.12	October	KPK1390	Qntls
nangaram1099	Crops	Bajra	Pioneer	50	October	kpk1099	qntls
harikishen1390	Crops	Bajra	Null	0.1	October	KPK1390	Qntls
chandrapal1099	Crops	Wheat	PBW-343	70	April	kpk1099	qntls
harigh1026	Crops	Bajra	Null	60	October	kpk1026	qntls
k1289	Crops	Bajra	Null	2	Select	kpk1289	qntls
harnath1289	Crops	Mustard	Null	28	Select	kpk1289	qntls
harnath1289	Crops	wheat	Null	10	Select	kpk1289	qntls
papulal1336	Crops	wheat	Null	100	April	kpk1336	qntls
papulal1336	Crops	Sorghum	Null	15	December	kpk1336	qntls
rajani1026	Crops	Bajra	Null	20	October	kpk1026	qntls
kpk1021kedarsingh	Crops	Bajra	9330	20	October	KPK1021	qntls
ramberva1289	Crops	wheat	Null	10	Select	kpk1289	qntls
ramn1289	Crops	Bajra	Null	3	Select	kpk1289	qntls
neckram1016	Crops	Bajra	Krishna	40	October	kpk1016	qntls
sanmag1020	Crops	Wheat	PBW-343	120	April	kpk1020	qntls
omgvv1020	Crops	Mustard	T-59	2	February	kpk1020	qntls
sharg1020	Crops	Wheat	PBW-343	70	April	kpk1020	qntls
chita1020	Crops	Mustard	T-59	10	February	kpk1020	qntls
jaipal1016	Crops	Wheat	PBW-343	40	April	kpk1016	qntls
megsingh0975	Flowers	Rose	Null	10	March	KPK0975	qntls
karan1016	Crops	Barley	PL-172	30	March	kpk1016	qntls
kpk0975utam	Flowers	Rose	Null	5	March	kpk0975	qntls
ganeshFarmer	Crops	Bajra	RajSeeds	5	October	KPK1316	qntls
ramjit	Crops	Wheat	2329	60	April	kpk1152	qntls
rsharmaFarmer	Crops	Wheat	"1482 ,3065"	10	April	KPK1316	qntls
sitaram6Farmer	Crops	Moong	Null	1	November	KPK1259	qntls
