Price_Id	Product_Id	Location_Id	Month_Id	Case_Price	Bottel_Price	Expensive_Per_Case	GProfit
P588	102	L107	M110	0.0224	93.4538	224.58	887.2312
P589	103	L107	M110	0.0348	144.9636	240.86	1347.8564
P590	104	L107	M110	0.0179	74.5148	278.55	710.9952
P591	105	L107	M110	0.0173	72.0431	269.31	692.1144
P592	106	L107	M110	0.0144	60.027	310.73	569.248
P593	107	L107	M110	0.0187	77.896	187.2	772.304
P594	108	L107	M110	0.0187	77.896	187.2	772.304
P595	109	L107	M110	0.0000	0.0000	0.0000	0.0000
P596	101	L108	M110	0.0268	111.84	287.58	915.5
P597	102	L108	M110	0.0210	87.34	224.58	740.5
P598	103	L108	M110	0.0325	135.48	240.86	1120.25
P599	104	L108	M110	0.0167	69.64	278.55	594
P600	105	L108	M110	0.0162	67.33	269.31	579
P601	106	L108	M110	0.0135	56.1	310.73	475
P602	107	L108	M110	0.0175	72.8	187.2	650
P603	108	L108	M110	0.0175	72.8	187.2	650
P604	109	L108	M110	0.0000	0.0000	0.0000	0.0000
P605	101	L101	M111	0.0268	111.84	287.58	915.5
P606	102	L101	M111	0.0210	87.34	224.58	740.5
P607	103	L101	M111	0.0325	135.48	240.86	1120.25
P608	104	L101	M111	0.0167	69.64	278.55	594
P609	105	L101	M111	0.0162	67.33	269.31	579
P610	106	L101	M111	0.0135	56.1	310.73	475
P611	107	L101	M111	0.0175	72.8	187.2	650
P612	108	L101	M111	0.0175	72.8	187.2	650
P613	109	L101	M111	0.0000	0.0000	0.0000	0.0000
P614	101	L102	M111	0.0250	104.34	107.58	915.5
P615	102	L102	M111	0.0307	79.84	44.58	740.5
P616	103	L102	M111	0.0149	127.98	60.86	1120.25
P617	104	L102	M111	0.0149	62.14	98.55	594
P618	105	L102	M111	0.0144	59.83	89.31	579
P619	106	L102	M111	0.0111	46.1	70.73	475
P620	107	L102	M111	0.0163	67.8	67.2	650
P621	108	L102	M111	0.0163	67.8	67.2	650
P622	109	L102	M111	0.0000	0.0000	0.0000	0.0000
P623	101	L103	M111	0.0250	104.34	107.58	915.5
P624	102	L103	M111	0.0192	79.84	44.58	740.5
P625	103	L103	M111	0.0307	127.98	60.86	1120.25
P626	104	L103	M111	0.0149	62.14	98.55	594
P627	105	L103	M111	0.0144	59.83	89.31	579
P628	106	L103	M111	0.0111	46.1	70.73	475
P629	107	L103	M111	0.0163	67.8	67.2	650
P630	108	L103	M111	0.0163	67.8	67.2	650
P631	109	L103	M111	0.0000	0.0000	0.0000	0.0000
P632	101	L104	M111	0.0287	119.6688	287.58	1103.3912
P633	102	L104	M111	0.0224	93.4538	224.58	887.2312
P634	103	L104	M111	0.0348	144.9636	240.86	1347.8564
P635	104	L104	M111	0.0179	74.5148	278.55	710.9952
P636	105	L104	M111	0.0173	72.0431	269.31	692.1144
P637	106	L104	M111	0.0144	60.027	310.73	569.248
P638	107	L104	M111	0.0187	77.896	187.2	772.304
P639	108	L104	M111	0.0187	77.896	187.2	772.304
P640	109	L104	M111	0.0000	0.0000	0.0000	0.0000
P641	101	L105	M111	0.0287	119.6688	287.58	1103.3912
P642	102	L105	M111	0.0224	93.4538	224.58	887.2312
P643	103	L105	M111	0.0348	144.9636	240.86	1347.8564
P644	104	L105	M111	0.0179	74.5148	278.55	710.9952
P645	105	L105	M111	0.0173	72.0431	269.31	692.1144
P646	106	L105	M111	0.0144	60.027	310.73	569.248
P647	107	L105	M111	0.0187	77.896	187.2	772.304
P648	108	L105	M111	0.0187	77.896	187.2	772.304
P649	109	L105	M111	0.0000	0.0000	0.0000	0.0000
P650	101	L106	M111	0.0287	119.6688	287.58	1103.3912
P651	102	L106	M111	0.0224	93.4538	224.58	887.2312
P652	103	L106	M111	0.0348	144.9636	240.86	1347.8564
P653	104	L106	M111	0.0179	74.5148	278.55	710.9952
P654	105	L106	M111	0.0173	72.0431	269.31	692.1144
P655	106	L106	M111	0.0144	60.027	310.73	569.248
P656	107	L106	M111	0.0187	77.896	187.2	772.304
P657	108	L106	M111	0.0187	77.896	187.2	772.304
P658	109	L106	M111	0.0000	0.0000	0.0000	0.0000
P659	101	L107	M111	0.0287	119.6688	287.58	1103.3912
P660	102	L107	M111	0.0224	93.4538	224.58	887.2312
P661	103	L107	M111	0.0348	144.9636	240.86	1347.8564
P662	104	L107	M111	0.0179	74.5148	278.55	710.9952
P663	105	L107	M111	0.0173	72.0431	269.31	692.1144
P664	106	L107	M111	0.0144	60.027	310.73	569.248
P665	107	L107	M111	0.0187	77.896	187.2	772.304
P666	108	L107	M111	0.0187	77.896	187.2	772.304
P667	109	L107	M111	0.0000	0.0000	0.0000	0.0000
P668	101	L108	M111	0.0268	111.84	287.58	915.5
P669	102	L108	M111	0.0210	87.34	224.58	740.5
P670	103	L108	M111	0.0325	135.48	240.86	1120.25
P671	104	L108	M111	0.0167	69.64	278.55	594
P672	105	L108	M111	0.0162	67.33	269.31	579
P673	106	L108	M111	0.0135	56.1	310.73	475
P674	107	L108	M111	0.0175	72.8	187.2	650
P675	108	L108	M111	0.0175	72.8	187.2	650
P676	109	L108	M111	0.0000	0.0000	0.0000	0.0000
P677	101	L101	M112	0.0268	111.84	287.58	915.5
P678	102	L101	M112	0.0210	87.34	224.58	740.5
P679	103	L101	M112	0.0325	135.48	240.86	1120.25
P680	104	L101	M112	0.0167	69.64	278.55	594
P681	105	L101	M112	0.0162	67.33	269.31	579
P682	106	L101	M112	0.0135	56.1	310.73	475
P683	107	L101	M112	0.0175	72.8	187.2	650
P684	108	L101	M112	0.0175	72.8	187.2	650
P685	109	L101	M112	0.0000	0.0000	0.0000	0.0000
P686	101	L102	M112	0.0250	104.34	107.58	915.5
P687	102	L102	M112	0.0307	79.84	44.58	740.5
P688	103	L102	M112	0.0149	127.98	60.86	1120.25
P689	104	L102	M112	0.0149	62.14	98.55	594
P690	105	L102	M112	0.0144	59.83	89.31	579
P691	106	L102	M112	0.0111	46.1	70.73	475
P692	107	L102	M112	0.0163	67.8	67.2	650
P693	108	L102	M112	0.0163	67.8	67.2	650
P694	109	L102	M112	0.0000	0.0000	0.0000	0.0000
P695	101	L103	M112	0.0250	104.34	107.58	915.5
P696	102	L103	M112	0.0192	79.84	44.58	740.5
P697	103	L103	M112	0.0307	127.98	60.86	1120.25
P698	104	L103	M112	0.0149	62.14	98.55	594
P699	105	L103	M112	0.0144	59.83	89.31	579
P700	106	L103	M112	0.0111	46.1	70.73	475
P701	107	L103	M112	0.0163	67.8	67.2	650
P702	108	L103	M112	0.0163	67.8	67.2	650
P703	109	L103	M112	0.0000	0.0000	0.0000	0.0000
P704	101	L104	M112	0.0287	119.6688	287.58	1103.3912
P705	102	L104	M112	0.0224	93.4538	224.58	887.2312
P706	103	L104	M112	0.0348	144.9636	240.86	1347.8564
P707	104	L104	M112	0.0179	74.5148	278.55	710.9952
P708	105	L104	M112	0.0173	72.0431	269.31	692.1144
P709	106	L104	M112	0.0144	60.027	310.73	569.248
P710	107	L104	M112	0.0187	77.896	187.2	772.304
P711	108	L104	M112	0.0187	77.896	187.2	772.304
P712	109	L104	M112	0.0000	0.0000	0.0000	0.0000
P713	101	L105	M112	0.0287	119.6688	287.58	1103.3912
P714	102	L105	M112	0.0224	93.4538	224.58	887.2312
P715	103	L105	M112	0.0348	144.9636	240.86	1347.8564
P716	104	L105	M112	0.0179	74.5148	278.55	710.9952
P717	105	L105	M112	0.0173	72.0431	269.31	692.1144
P718	106	L105	M112	0.0144	60.027	310.73	569.248
P719	107	L105	M112	0.0187	77.896	187.2	772.304
P720	108	L105	M112	0.0187	77.896	187.2	772.304
P721	109	L105	M112	0.0000	0.0000	0.0000	0.0000
P722	101	L106	M112	0.0287	119.6688	287.58	1103.3912
P723	102	L106	M112	0.0224	93.4538	224.58	887.2312
P724	103	L106	M112	0.0348	144.9636	240.86	1347.8564
P725	104	L106	M112	0.0179	74.5148	278.55	710.9952
P726	105	L106	M112	0.0173	72.0431	269.31	692.1144
P727	106	L106	M112	0.0144	60.027	310.73	569.248
P728	107	L106	M112	0.0187	77.896	187.2	772.304
P729	108	L106	M112	0.0187	77.896	187.2	772.304
P730	109	L106	M112	0.0000	0.0000	0.0000	0.0000
P731	101	L107	M112	0.0287	119.6688	287.58	1103.3912
P732	102	L107	M112	0.0224	93.4538	224.58	887.2312
P733	103	L107	M112	0.0348	144.9636	240.86	1347.8564
P734	104	L107	M112	0.0179	74.5148	278.55	710.9952
P735	105	L107	M112	0.0173	72.0431	269.31	692.1144
P736	106	L107	M112	0.0144	60.027	310.73	569.248
P737	107	L107	M112	0.0187	77.896	187.2	772.304
P738	108	L107	M112	0.0187	77.896	187.2	772.304
P739	109	L107	M112	0.0000	0.0000	0.0000	0.0000
P740	101	L108	M112	0.0268	111.84	287.58	915.5
P741	102	L108	M112	0.0210	87.34	224.58	740.5
P742	103	L108	M112	0.0325	135.48	240.86	1120.25
P743	104	L108	M112	0.0167	69.64	278.55	594
P744	105	L108	M112	0.0162	67.33	269.31	579
P745	106	L108	M112	0.0135	56.1	310.73	475
P746	107	L108	M112	0.0175	72.8	187.2	650
P747	108	L108	M112	0.0175	72.8	187.2	650
P748	109	L108	M112	0.0000	0.0000	0.0000	0.0000
P749	101	L101	M101	0.0268	111.84	287.58	915.5
P750	102	L101	M101	0.0210	87.34	224.58	740.5
P751	103	L101	M101	0.0325	135.48	240.86	1120.25
P752	104	L101	M101	0.0167	69.64	278.55	594
P753	105	L101	M101	0.0162	67.33	269.31	579
P754	106	L101	M101	0.0135	56.1	310.73	475
P755	107	L101	M101	0.0175	72.8	187.2	650
P756	108	L101	M101	0.0175	72.8	187.2	650
P757	109	L101	M101	0.0000	0.0000	0.0000	0.0000
P758	101	L102	M101	0.0250	104.34	107.58	915.5
P759	102	L102	M101	0.0307	79.84	44.58	740.5
P760	103	L102	M101	0.0149	127.98	60.86	1120.25
P761	104	L102	M101	0.0149	62.14	98.55	594
P762	105	L102	M101	0.0144	59.83	89.31	579
P763	106	L102	M101	0.0111	46.1	70.73	475
P764	107	L102	M101	0.0163	67.8	67.2	650
P765	108	L102	M101	0.0163	67.8	67.2	650
P766	109	L102	M101	0.0000	0.0000	0.0000	0.0000
P767	101	L103	M101	0.0250	104.34	107.58	915.5
P768	102	L103	M101	0.0192	79.84	44.58	740.5
P769	103	L103	M101	0.0307	127.98	60.86	1120.25
P770	104	L103	M101	0.0149	62.14	98.55	594
P771	105	L103	M101	0.0144	59.83	89.31	579
P772	106	L103	M101	0.0111	46.1	70.73	475
P773	107	L103	M101	0.0163	67.8	67.2	650
P774	108	L103	M101	0.0163	67.8	67.2	650
P775	109	L103	M101	0.0000	0.0000	0.0000	0.0000
P776	101	L104	M101	0.0287	119.6688	287.58	1103.3912
P777	102	L104	M101	0.0224	93.4538	224.58	887.2312
P778	103	L104	M101	0.0348	144.9636	240.86	1347.8564
P779	104	L104	M101	0.0179	74.5148	278.55	710.9952
P780	105	L104	M101	0.0173	72.0431	269.31	692.1144
P781	106	L104	M101	0.0144	60.027	310.73	569.248
P782	107	L104	M101	0.0187	77.896	187.2	772.304
P783	108	L104	M101	0.0187	77.896	187.2	772.304
P784	109	L104	M101	0.0000	0.0000	0.0000	0.0000
P785	101	L105	M101	0.0287	119.6688	287.58	1103.3912
P786	102	L105	M101	0.0224	93.4538	224.58	887.2312
P787	103	L105	M101	0.0348	144.9636	240.86	1347.8564
P788	104	L105	M101	0.0179	74.5148	278.55	710.9952
P789	105	L105	M101	0.0173	72.0431	269.31	692.1144
P790	106	L105	M101	0.0144	60.027	310.73	569.248
P791	107	L105	M101	0.0187	77.896	187.2	772.304
P792	108	L105	M101	0.0187	77.896	187.2	772.304
P793	109	L105	M101	0.0000	0.0000	0.0000	0.0000
P794	101	L106	M101	0.0287	119.6688	287.58	1103.3912
P795	102	L106	M101	0.0224	93.4538	224.58	887.2312
P796	103	L106	M101	0.0348	144.9636	240.86	1347.8564
P797	104	L106	M101	0.0179	74.5148	278.55	710.9952
P798	105	L106	M101	0.0173	72.0431	269.31	692.1144
P799	106	L106	M101	0.0144	60.027	310.73	569.248
P800	107	L106	M101	0.0187	77.896	187.2	772.304
P801	108	L106	M101	0.0187	77.896	187.2	772.304
P802	109	L106	M101	0.0000	0.0000	0.0000	0.0000
P803	101	L107	M101	0.0287	119.6688	287.58	1103.3912
P804	102	L107	M101	0.0224	93.4538	224.58	887.2312
P805	103	L107	M101	0.0348	144.9636	240.86	1347.8564
P806	104	L107	M101	0.0179	74.5148	278.55	710.9952
P807	105	L107	M101	0.0173	72.0431	269.31	692.1144
P808	106	L107	M101	0.0144	60.027	310.73	569.248
P809	107	L107	M101	0.0187	77.896	187.2	772.304
P810	108	L107	M101	0.0187	77.896	187.2	772.304
P811	109	L107	M101	0.0000	0.0000	0.0000	0.0000
P812	101	L108	M101	0.0268	111.84	287.58	915.5
P813	102	L108	M101	0.0210	87.34	224.58	740.5
P814	103	L108	M101	0.0325	135.48	240.86	1120.25
P815	104	L108	M101	0.0167	69.64	278.55	594
P816	105	L108	M101	0.0162	67.33	269.31	579
P817	106	L108	M101	0.0135	56.1	310.73	475
P818	107	L108	M101	0.0175	72.8	187.2	650
P819	108	L108	M101	0.0175	72.8	187.2	650
P820	109	L108	M101	0.0000	0.0000	0.0000	0.0000
P821	101	L101	M102	0.0268	111.84	287.58	915.5
P822	102	L101	M102	0.0210	87.34	224.58	740.5
P823	103	L101	M102	0.0325	135.48	240.86	1120.25
P824	104	L101	M102	0.0167	69.64	278.55	594
P825	105	L101	M102	0.0162	67.33	269.31	579
P826	106	L101	M102	0.0135	56.1	310.73	475
P827	107	L101	M102	0.0175	72.8	187.2	650
P828	108	L101	M102	0.0175	72.8	187.2	650
P829	109	L101	M102	0.0000	0.0000	0.0000	0.0000
P830	101	L102	M102	0.0250	104.34	107.58	915.5
P831	102	L102	M102	0.0307	79.84	44.58	740.5
P832	103	L102	M102	0.0149	127.98	60.86	1120.25
P833	104	L102	M102	0.0149	62.14	98.55	594
P834	105	L102	M102	0.0144	59.83	89.31	579
P835	106	L102	M102	0.0111	46.1	70.73	475
P836	107	L102	M102	0.0163	67.8	67.2	650
P837	108	L102	M102	0.0163	67.8	67.2	650
P838	109	L102	M102	0.0000	0.0000	0.0000	0.0000
P839	101	L103	M102	0.0250	104.34	107.58	915.5
P840	102	L103	M102	0.0192	79.84	44.58	740.5
P841	103	L103	M102	0.0307	127.98	60.86	1120.25
P842	104	L103	M102	0.0149	62.14	98.55	594
P843	105	L103	M102	0.0144	59.83	89.31	579
P844	106	L103	M102	0.0111	46.1	70.73	475
P845	107	L103	M102	0.0163	67.8	67.2	650
P846	108	L103	M102	0.0163	67.8	67.2	650
P847	109	L103	M102	0.0000	0.0000	0.0000	0.0000
P848	101	L104	M102	0.0287	119.6688	287.58	1103.3912
P849	102	L104	M102	0.0224	93.4538	224.58	887.2312
P850	103	L104	M102	0.0348	144.9636	240.86	1347.8564
P851	104	L104	M102	0.0179	74.5148	278.55	710.9952
P852	105	L104	M102	0.0173	72.0431	269.31	692.1144
P853	106	L104	M102	0.0144	60.027	310.73	569.248
P854	107	L104	M102	0.0187	77.896	187.2	772.304
P855	108	L104	M102	0.0187	77.896	187.2	772.304
P856	109	L104	M102	0.0000	0.0000	0.0000	0.0000
P857	101	L105	M102	0.0287	119.6688	287.58	1103.3912
P858	102	L105	M102	0.0224	93.4538	224.58	887.2312
P859	103	L105	M102	0.0348	144.9636	240.86	1347.8564
P860	104	L105	M102	0.0179	74.5148	278.55	710.9952
P861	105	L105	M102	0.0173	72.0431	269.31	692.1144
P862	106	L105	M102	0.0144	60.027	310.73	569.248
P863	107	L105	M102	0.0187	77.896	187.2	772.304
P864	108	L105	M102	0.0187	77.896	187.2	772.304
P865	109	L105	M102	0.0000	0.0000	0.0000	0.0000
P866	101	L106	M102	0.0287	119.6688	287.58	1103.3912
P867	102	L106	M102	0.0224	93.4538	224.58	887.2312
P868	103	L106	M102	0.0348	144.9636	240.86	1347.8564
P869	104	L106	M102	0.0179	74.5148	278.55	710.9952
P870	105	L106	M102	0.0173	72.0431	269.31	692.1144
P871	106	L106	M102	0.0144	60.027	310.73	569.248
P872	107	L106	M102	0.0187	77.896	187.2	772.304
P873	108	L106	M102	0.0187	77.896	187.2	772.304
P874	109	L106	M102	0.0000	0.0000	0.0000	0.0000
P875	101	L107	M102	0.0287	119.6688	287.58	1103.3912
P876	102	L107	M102	0.0224	93.4538	224.58	887.2312
P877	103	L107	M102	0.0348	144.9636	240.86	1347.8564
P878	104	L107	M102	0.0179	74.5148	278.55	710.9952
P879	105	L107	M102	0.0173	72.0431	269.31	692.1144
P880	106	L107	M102	0.0144	60.027	310.73	569.248
P881	107	L107	M102	0.0187	77.896	187.2	772.304
P882	108	L107	M102	0.0187	77.896	187.2	772.304
P883	109	L107	M102	0.0000	0.0000	0.0000	0.0000
P884	101	L108	M102	0.0268	111.84	287.58	915.5
P885	102	L108	M102	0.0210	87.34	224.58	740.5
P886	103	L108	M102	0.0325	135.48	240.86	1120.25
P887	104	L108	M102	0.0167	69.64	278.55	594
P888	105	L108	M102	0.0162	67.33	269.31	579
P889	106	L108	M102	0.0135	56.1	310.73	475
P890	107	L108	M102	0.0175	72.8	187.2	650
P891	108	L108	M102	0.0175	72.8	187.2	650
P892	109	L108	M102	0.0000	0.0000	0.0000	0.0000
P893	101	L101	M103	0.0268	111.84	287.58	915.5
P894	102	L101	M103	0.0210	87.34	224.58	740.5
P895	103	L101	M103	0.0325	135.48	240.86	1120.25
P896	104	L101	M103	0.0167	69.64	278.55	594
P897	105	L101	M103	0.0162	67.33	269.31	579
P898	106	L101	M103	0.0135	56.1	310.73	475
P899	107	L101	M103	0.0175	72.8	187.2	650
P900	108	L101	M103	0.0175	72.8	187.2	650
P901	109	L101	M103	0.0000	0.0000	0.0000	0.0000
P902	101	L102	M103	0.0250	104.34	107.58	915.5
P903	102	L102	M103	0.0307	79.84	44.58	740.5
P904	103	L102	M103	0.0149	127.98	60.86	1120.25
P905	104	L102	M103	0.0149	62.14	98.55	594
P906	105	L102	M103	0.0144	59.83	89.31	579
P907	106	L102	M103	0.0111	46.1	70.73	475
P908	107	L102	M103	0.0163	67.8	67.2	650
P909	108	L102	M103	0.0163	67.8	67.2	650
P910	109	L102	M103	0.0000	0.0000	0.0000	0.0000
P911	101	L103	M103	0.0250	104.34	107.58	915.5
P912	102	L103	M103	0.0192	79.84	44.58	740.5
P913	103	L103	M103	0.0307	127.98	60.86	1120.25
P914	104	L103	M103	0.0149	62.14	98.55	594
P915	105	L103	M103	0.0144	59.83	89.31	579
P916	106	L103	M103	0.0111	46.1	70.73	475
P917	107	L103	M103	0.0163	67.8	67.2	650
P918	108	L103	M103	0.0163	67.8	67.2	650
P919	109	L103	M103	0.0000	0.0000	0.0000	0.0000
P920	101	L104	M103	0.0287	119.6688	287.58	1103.3912
P921	102	L104	M103	0.0224	93.4538	224.58	887.2312
P922	103	L104	M103	0.0348	144.9636	240.86	1347.8564
P923	104	L104	M103	0.0179	74.5148	278.55	710.9952
P924	105	L104	M103	0.0173	72.0431	269.31	692.1144
P925	106	L104	M103	0.0144	60.027	310.73	569.248
P926	107	L104	M103	0.0187	77.896	187.2	772.304
P927	108	L104	M103	0.0187	77.896	187.2	772.304
P928	109	L104	M103	0.0000	0.0000	0.0000	0.0000
P929	101	L105	M103	0.0287	119.6688	287.58	1103.3912
P930	102	L105	M103	0.0224	93.4538	224.58	887.2312
P931	103	L105	M103	0.0348	144.9636	240.86	1347.8564
P932	104	L105	M103	0.0179	74.5148	278.55	710.9952
P933	105	L105	M103	0.0173	72.0431	269.31	692.1144
P934	106	L105	M103	0.0144	60.027	310.73	569.248
P935	107	L105	M103	0.0187	77.896	187.2	772.304
P936	108	L105	M103	0.0187	77.896	187.2	772.304
P937	109	L105	M103	0.0000	0.0000	0.0000	0.0000
P938	101	L106	M103	0.0287	119.6688	287.58	1103.3912
P939	102	L106	M103	0.0224	93.4538	224.58	887.2312
P940	103	L106	M103	0.0348	144.9636	240.86	1347.8564
P941	104	L106	M103	0.0179	74.5148	278.55	710.9952
P942	105	L106	M103	0.0173	72.0431	269.31	692.1144
P943	106	L106	M103	0.0144	60.027	310.73	569.248
P944	107	L106	M103	0.0187	77.896	187.2	772.304
P945	108	L106	M103	0.0187	77.896	187.2	772.304
P946	109	L106	M103	0.0000	0.0000	0.0000	0.0000
P947	101	L107	M103	0.0287	119.6688	287.58	1103.3912
P948	102	L107	M103	0.0224	93.4538	224.58	887.2312
P949	103	L107	M103	0.0348	144.9636	240.86	1347.8564
P950	104	L107	M103	0.0179	74.5148	278.55	710.9952
P951	105	L107	M103	0.0173	72.0431	269.31	692.1144
P952	106	L107	M103	0.0144	60.027	310.73	569.248
P953	107	L107	M103	0.0187	77.896	187.2	772.304
P954	108	L107	M103	0.0187	77.896	187.2	772.304
P955	109	L107	M103	0.0000	0.0000	0.0000	0.0000
P956	101	L108	M103	0.0268	111.84	287.58	915.5
P957	102	L108	M103	0.0210	87.34	224.58	740.5
P958	103	L108	M103	0.0325	135.48	240.86	1120.25
P959	104	L108	M103	0.0167	69.64	278.55	594
P960	105	L108	M103	0.0162	67.33	269.31	579
P961	106	L108	M103	0.0135	56.1	310.73	475
P962	107	L108	M103	0.0175	72.8	187.2	650
P963	108	L108	M103	0.0175	72.8	187.2	650
P964	109	L108	M103	0.0000	0.0000	0.0000	0.0000

