UserId	Item	ItemType	Variety	ForeQty	ForeMonth	UnderKPK	UOM
dhulilal1344	Fertilizer	Urea	Null	3	September	KPK1344	bags
pooranmalx1344	Fertilizer	DAP	IFFCO	3	October	KPK1344	bags
Tija1311	Seed	Barley	Null	0	NULL	kpk1311	NULL
ramji1311	Seed	Barley	Null	1	October	kpk1311	bags
Barjmohan1311	Seed	Pearl Millet	Null	0.2	Select	kpk1311	Qntls
lonya1344	Fertilizer	DAP	IFFCO	12	October	KPK1344	bags
lonya1344	Seed	Pearl Millet	Null	4	June	KPK1344	bags
shyamg1311	Seed	wheat	Null	2	October	kpk1311	bags
Bargy 1311	Fertilizer	DAP	Null	0	NULL	kpk1311	NULL
ma1311	Seed	Pearl Millet	Null	0.03	Select	kpk1311	Qntls
Ramdayal1311	Seed	Mustard	Null	2	Select	kpk1311	bags
mal1311	Seed	Mustard	hybird	2	October	kpk1311	bags
Amer 1311	Seed	Mustard	Null	2	Select	kpk1311	bags
jilal1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
han1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
grajg1311	Seed	wheat	1482	0.3	October	kpk1311	Qntls
Kana ram 1301	Fertilizer	DAP	Null	1	September	kpk1301	bags
Lada 1301	Seed	wheat	Null	0	NULL	kpk1301	NULL
gjai1311	Seed	Mustard	hybird	0.02	Select	kpk1311	Qntls
Ramraj1344	Fertilizer	DAP	IFFCO	10	October	KPK1344	bags
gsuk1311	Fertilizer	DAP	Sardar	3	September	kpk1311	bags
Kamlesh1344	Seed	Pearl Millet	Null	5	Select	KPK1344	bags
kailashnath0880	Fertilizer	DAP	IFFCO	16	July	KPK0880	bags
omkarmal002	Fertilizer	DAP	Null	5	May	CFC002	bags
ruda008	Fertilizer	Urea	Null	4	June	CFC008	bags
KantaPrasad0766	Seed	Wheat	NULL	1.5	October	NULL	NULL
ramprakesh1049	Seed	Barley	Bouni	0.5	November	kpk1049	Qntls
ashraf1109	Seed	Paddy	HKR-47	1	June	kpk1109	Qntls
chand0828	Fertilizer	Urea	Uttam	100	January	KPK0828	bags
khl1311	Seed	wheat	1482	2	October	kpk1311	bags
dlalrkl1311	Seed	Gram	Null	1	October	kpk1311	bags
hrtyu1311	Seed	Barley	Null	1	October	kpk1311	bags
pap1311	Fertilizer	Urea	Sardar	3	October	kpk1311	bags
sonia1311	Seed	Barley	3077	1	October	kpk1311	bags
babudidevi13444	Seed	Pearl Millet	Null	2	Select	kpk1344	bags
bhagjkl1311	Seed	wheat	Null	2	October	kpk1311	bags
Mukesh1311	Fertilizer	DAP	Null	4	September	kpk1311	bags
jodi1311	Seed	Gram	hybird	1	October	kpk1311	bags
Fornti1311	Seed	Groundnut	Null	0	NULL	kpk1311	NULL
Fornti1311	Seed	Barley	Null	1	Select	kpk1311	bags
sambu1311	Seed	Gram	Null	0	NULL	kpk1311	NULL
sambu1311	Seed	wheat	Null	0	NULL	kpk1311	NULL
Barango1311	Seed	Groundnut	Null	0	NULL	kpk1311	NULL
sant1311	Seed	wheat	1482	3	October	kpk1311	bags
sanval1344	Fertilizer	DAP	IFFCO	15	September	kpk1344	bags
kal1311	Seed	Barley	3077	2	October	kpk1311	bags
kal1311	Fertilizer	DAP	Sardar	3	October	kpk1311	bags
prahladc1344	Seed	Pearl Millet	Null	2	June	kpk1344	bags
prabhulal1344	Seed	Pearl Millet	Null	3	Select	kpk1344	bags
bach1311	Seed	Gram	hybird	2	October	kpk1311	bags
bajan1344	Fertilizer	Urea	IFFCO	20	September	kpk1344	bags
kailashchand1344	Seed	Mustard	Null	2	August	kpk1344	bags
ri1311	Seed	Mustard	puspabord	0.22	Select	kpk1311	Qntls
Raju lal1311	Seed	Pearl Millet	Null	0.15	Select	kpk1311	Qntls
Raju lal1311	Seed	Mustard	Null	0.25	Select	kpk1311	Qntls
Fulchand1311	Seed	Pearl Millet	Null	0.15	Select	kpk1311	Qntls
sita1344	Fertilizer	DAP	IFFCO	20	September	kpk1311	bags
Heralal1311	Seed	Barley	Null	0	NULL	kpk1311	NULL
gha1311	Seed	Mustard	Null	0.03	Select	kpk1311	Qntls
gha1311	Fertilizer	Urea	Null	2	August	kpk1311	bags
Herdev1311	Seed	Pearl Millet	Null	0.25	Select	kpk1311	Qntls
babulaly1344	Fertilizer	DAP	IFFCO	10	October	KPK1344	bags
harirammeena1344	Seed	Sorghum	Null	0	NULL	kpk1311	NULL
Jugga1311	Fertilizer	Urea	Null	0	NULL	kpk1311	NULL
rgopal1311	Fertilizer	DAP	Null	3	October	kpk1311	bags
rgopal1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
rgopal1311	Seed	Barley	Null	1	October	kpk1311	bags
rpal1311	Fertilizer	DAP	Null	3	October	kpk1311	bags
rpal1311	Seed	Mustard	Null	2	October	kpk1311	bags
rpal1311	Seed	wheat	Null	2	October	kpk1311	bags
Jaipal  1311	Fertilizer	DAP	Null	3	September	kpk1311	bags
jasram1344	Seed	Pearl Millet	Null	6	Select	kpk1311	bags
bhartm1311	Seed	Barley	Null	1	October	kpk1311	bags
bhartm1311	Seed	Gram	Null	1	October	kpk1311	bags
bholya1344	Seed	Sorghum	Null	0	NULL	kpk1311	NULL
dhrams1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
Chita1311	Seed	Gram	Null	1	Select	kpk1311	bags
gu1311	Fertilizer	DAP	Sardar	2	September	kpk1311	bags
sitameena1344	Seed	Sorghum	Null	0	NULL	kpk1311	NULL
Kali 1311	Fertilizer	DAP	Null	4	September	kpk1311	bags
gug1311	Fertilizer	DAP	Sardar	2	September	kpk1311	bags
Gopy1311	Seed	Barley	Null	3	Select	kpk1311	bags
rajanti1344	Seed	Pearl Millet	Null	5	Select	kpk1311	bags
murari1344	Seed	Pearl Millet	Null	5	Select	kpk1311	bags
soram1344	Fertilizer	DAP	IFFCO	10	September	kpk1311	bags
soram1344	Seed	Pearl Millet	Null	4	Select	kpk1311	bags
wan1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
battilal1344	Seed	Pearl Millet	Null	2	June	KPK1344	bags
malsu1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
puniram1344	Fertilizer	DAP	IFFCO	15	September	kpk1311	bags
kuhar1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
Moti1311	Seed	wheat	Null	2	Select	kpk1311	bags
devkaran1344	Seed	wheat	Null	0	NULL	kpk1311	NULL
dev1311	Fertilizer	DAP	Sardar	2	September	kpk1311	bags
totaram1344	Seed	Sorghum	Null	0	NULL	kpk1311	NULL
her1311	Seed	Mustard	puspabord	0.05	Select	kpk1311	Qntls
bhratmeena1344	Fertilizer	Urea	IFFCO	20	August	kpk1311	bags
Mangi lal1311	Seed	Pearl Millet	Null	0.4	Select	kpk1311	Qntls
Tija1311	Fertilizer	Urea	Null	0	NULL	kpk1311	NULL
bald1311	Seed	Barley	Null	1	October	kpk1311	bags
ramji1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
baj1311	Seed	wheat	1482	0.4	Select	kpk1311	Qntls
ma1311	Seed	Groundnut	hybird	0.2	June	kpk1311	Qntls
Gomdi 1311	Seed	wheat	Null	2	Select	kpk1311	bags
surjan1344	Seed	Pearl Millet	Null	4	Select	kpk1344	bags
surjan1344	Seed	Mustard	Null	6	Select	kpk1344	bags
sojirama1344	Fertilizer	DAP	IFFCO	8	October	KPK1344	bags
sojirama1344	Seed	Pearl Millet	Null	1	June	KPK1344	bags
moti1344	Seed	Mustard	Null	2	Select	kpk1344	bags
sat1311	Seed	wheat	1482	2	October	kpk1311	bags
mal1311	Seed	wheat	1482	2	October	kpk1311	bags
mal1311	Fertilizer	Urea	Sardar	4	October	kpk1311	bags
Amer 1311	Fertilizer	Urea	Null	2	August	kpk1311	bags
han1311	Seed	Mustard	hybird	0.02	Select	kpk1311	Qntls
Bimaram 1301	Fertilizer	DAP	Null	2	September	kpk1301	bags
Bimaram 1301	Seed	wheat	Null	2	Select	kpk1301	bags
ggur1311	Seed	Pearl Millet	paioner	0.03	Select	kpk1311	Qntls
gjai1311	Seed	Pearl Millet	paioner	0.02	Select	kpk1311	Qntls
mori berva1301	Seed	wheat	Null	1	Select	kpk1301	bags
Ghansyam1344	Agrochemicals	Pairathin	Null	6	Select	KPK1344	bags
lalu Berva1301	Fertilizer	Urea	Null	2	August	kpk1301	bags
Kamlesh1344	Fertilizer	Urea	Null	25	October	KPK1344	bags
rbnm1311	Seed	Barley	Null	1	October	kpk1311	bags
Bojoya1311	Fertilizer	Urea	Null	2	August	kpk1311	bags
hrtyu1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
hrtyu1311	Seed	wheat	Null	2	October	kpk1311	bags
prasdf1311	Seed	Barley	Null	1	October	kpk1311	bags
gand1311	Seed	wheat	1482	2	October	kpk1311	bags
sojir1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
Kalu1311	Seed	Gram	Null	4	Select	kpk1311	bags
jodi1311	Seed	Mustard	hybird	2	October	kpk1311	bags
dholi1311	Fertilizer	DAP	Sardar	2	October	kpk1311	bags
piulal1344	Seed	wheat	Null	1	Select	kpk1344	bags
Fornti1311	Seed	wheat	Null	3	Select	kpk1311	bags
Soyaram1311	Seed	wheat	Null	2	Select	kpk1311	bags
pann1311	Seed	Mustard	hybird	2	October	kpk1311	bags
pann1311	Seed	Gram	hybird	2	October	kpk1311	bags
dhan1311	Seed	wheat	1482	2	October	kpk1311	bags
suraj1311	Seed	Mustard	hybird	2	October	kpk1311	bags
sambu1311	Fertilizer	Urea	Null	0	NULL	kpk1311	NULL
soma1311	Seed	wheat	1482	2	October	kpk1311	bags
soma1311	Fertilizer	Urea	Sardar	4	October	kpk1311	bags
bhrat1311	Seed	Gram	hybird	2	October	kpk1311	bags
raivanti1311	Seed	Barley	3	0	NULL	kpk1311	NULL
indrasingh1344	Fertilizer	DAP	Null	15	August	kpk1344	bags
badri1344	Seed	wheat	Null	0	NULL	KPK1344	NULL
chatrulal1344	Seed	Pearl Millet	Null	2	June	kpk1344	bags
bhndlf1299	Seed	Mustard	Null	0.09	September	kpk1299	Qntls
saw1311	Seed	Mustard	hybird	2	October	kpk1311	bags
nand1344	Fertilizer	DAP	IFFCO	20	September	kpk1344	bags
hariramm1344	Seed	Mustard	Null	2	Select	kpk1344	bags
muni1311	Seed	wheat	1482	2	October	kpk1311	bags
bar1311	Seed	wheat	1482	2	October	kpk1311	bags
Saddik1344	Fertilizer	DAP	IFFCO	4	September	kpk1311	bags
Kajori 1311	Fertilizer	Urea	Null	0	NULL	kpk1311	NULL
Raju lal1311	Seed	Groundnut	Null	0.2	Select	kpk1311	Qntls
Fulchand1311	Seed	Groundnut	Null	0.2	Select	kpk1311	Qntls
sita1344	Fertilizer	Urea	IFFCO	30	August	kpk1311	bags
sita1344	Seed	wheat	Null	4	Select	kpk1311	bags
Devkarean1311	Seed	Groundnut	Null	0.1	Select	kpk1311	Qntls
harirammeena1344	Fertilizer	DAP	IFFCO	9	September	kpk1311	bags
ds1311	Seed	Pearl Millet	paioner	0.02	Select	kpk1311	Qntls
Jaipal  1311	Seed	Groundnut	Null	0.3	Select	kpk1311	Qntls
jasram1344	Fertilizer	Urea	IFFCO	40	August	kpk1311	bags
mool1311	Seed	Groundnut	hybird	0.5	June	kpk1311	Qntls
mool1311	Seed	Pearl Millet	proagro	0.03	Select	kpk1311	Qntls
bholya1344	Fertilizer	DAP	IFFCO	2	September	kpk1311	bags
Kali 1311	Seed	wheat	Null	1	Select	kpk1311	bags
ramdenm1344	Seed	Sorghum	Null	0	NULL	kpk1311	NULL
ar1311	Seed	Mustard	puspabord	0.03	Select	kpk1311	Qntls
br1311	Fertilizer	Urea	shreeram	2	August	kpk1311	bags
jairamz1344	Fertilizer	Urea	Null	25	September	KPK1344	bags
jairamz1344	Seed	Mustard	Null	8	August	KPK1344	bags
Gopy1311	Seed	wheat	Null	2	Select	kpk1311	bags
cmsingh1311	Fertilizer	DAP	Null	3	October	kpk1311	bags
cmsingh1311	Seed	Barley	Null	1	October	kpk1311	bags
ja1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
lalb1311	Fertilizer	DAP	Null	3	October	kpk1311	bags
lalb1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
ratan1344	Seed	Groundnut	Null	0	NULL	kpk1311	NULL
malsu1311	Seed	wheat	Null	2	October	kpk1311	bags
bag1311	Seed	Mustard	puspabord	0.03	Select	kpk1311	Qntls
Gangaram1311	Seed	Mustard	Null	2	Select	kpk1311	bags
Gangaram1311	Seed	Barley	Null	5	Select	kpk1311	bags
kuhar1311	Fertilizer	DAP	Null	3	October	kpk1311	bags
kuhar1311	Seed	Gram	Null	1	October	kpk1311	bags
sitaramp1344	Fertilizer	DAP	IFFCO	22	September	kpk1311	bags
sitaramp1344	Fertilizer	Urea	IFFCO	35	August	kpk1311	bags
sitaramp1344	Seed	Mustard	Null	0	NULL	kpk1311	NULL
dev1311	Seed	Pearl Millet	Null	0.03	Select	kpk1311	Qntls
kan1311	Seed	Pearl Millet	Null	0.04	Select	kpk1311	Qntls
Cheater 1311	Seed	Pearl Millet	Null	0.22	Select	kpk1311	Qntls
panchu1344	Seed	wheat	Null	0	NULL	kpk1311	NULL
ramphoolmeena1344	Seed	Sorghum	Null	0	NULL	kpk1311	NULL
Barjmohan1311	Seed	Mustard	Null	0.02	Select	kpk1311	Qntls
shyamg1311	Seed	Gram	Null	1	October	kpk1311	bags
girirajz1344	Seed	wheat	Null	2	August	KPK1344	bags
jagram1344	Seed	Pearl Millet	Null	2	Select	kpk1344	bags
Premchandy1344	Seed	Pearl Millet	Null	2	June	KPK1344	bags
Ramdhan1311	Seed	Gram	Null	1	Select	kpk1311	bags
Ramdhan1311	Fertilizer	DAP	Null	2	September	kpk1311	bags
sojiram1344	Seed	Pearl Millet	Null	1	June	KPK1344	bags
chtur1344	Seed	Mustard	Null	3	Select	kpk1344	bags
Andanadi1311	Seed	Gram	Null	1	Select	kpk1311	bags
Andanadi1311	Seed	wheat	Null	2	Select	kpk1311	bags
gjag1311	Fertilizer	DAP	Sardar	3	September	kpk1311	bags
gtar1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
Radha krisen	Fertilizer	DAP	Null	2	September	kpk1301	bags
gjan1311	Seed	Mustard	hybird	0.04	Select	kpk1311	Qntls
Ranita 1301	Fertilizer	DAP	Null	2	September	kpk1301	bags
Ranita 1301	Seed	wheat	Null	1	Select	kpk1301	bags
Ramraj1344	Fertilizer	Urea	Null	15	October	KPK1344	bags
mori berva1301	Fertilizer	DAP	Null	2	September	kpk1301	bags
mori berva1301	Fertilizer	Urea	Null	2	August	kpk1301	bags
hans1344	Fertilizer	DAP	IFFCO	4	September	KPK1344	bags
dlalr1311	Seed	wheat	Null	2	October	kpk1311	bags
Bojoya1311	Seed	wheat	Null	2	Select	kpk1311	bags
pap1311	Seed	wheat	1482	2	October	kpk1311	bags
Jagids1311	Seed	Mustard	Null	1	Select	kpk1311	bags
prasdf1311	Seed	wheat	Null	2	October	kpk1311	bags
gand1311	Seed	Barley	3077	1	October	kpk1311	bags
aan1311	Seed	wheat	1482	1	October	kpk1311	bags
Fornti1311	Fertilizer	DAP	Null	2	September	kpk1311	bags
sankar1344	Fertilizer	Urea	Null	12	September	KPK1344	bags
soma1311	Seed	Mustard	hybird	2	October	kpk1311	bags
bhrat1311	Fertilizer	DAP	Sardar	3	October	kpk1311	bags
sato1311	Fertilizer	DAP	Sardar	4	October	kpk1311	bags
harinarayand1344	Seed	Pearl Millet	Null	2	June	kpk1344	bags
hanumand1344	Seed	Pearl Millet	Null	2	June	kpk1344	bags
sankarl1344	Fertilizer	Urea	IFFCO	30	September	kpk1344	bags
bhndlf1299	Fertilizer	Urea	IFFCO	8	September	kpk1299	bags
bhan1311	Fertilizer	DAP	Sardar	2	October	kpk1311	bags
saw1311	Fertilizer	DAP	Sardar	2	October	kpk1311	bags
premrajw1344	Fertilizer	DAP	Null	15	August	kpk1344	bags
premrajw1344	Seed	Mustard	Null	4	August	kpk1344	bags
prabhulal1344	Seed	Mustard	Null	4	Select	kpk1344	bags
ramraja1344	Fertilizer	DAP	Null	30	August	kpk1344	bags
RajaKPK1416	Seed	Mustard	Null	40	September	kpk1416	bags
nand1344	Fertilizer	Urea	IFFCO	30	September	kpk1344	bags
kuar1311	Seed	Gram	hybird	2	October	kpk1311	bags
hariramm1344	Fertilizer	Urea	IFFCO	5	September	kpk1344	bags
bar1311	Fertilizer	DAP	Sardar	3	October	kpk1311	bags
kailashchand1344	Seed	wheat	Null	4	Select	kpk1344	bags
Saddik1344	Seed	Groundnut	Null	1	Select	kpk1311	bags
Fulchand1311	Seed	Barley	Null	0	NULL	kpk1311	NULL
Devkarean1311	Seed	wheat	Null	0.17	Select	kpk1311	Qntls
harirammeena1344	Fertilizer	Urea	IFFCO	13	August	kpk1311	bags
lu1311	Seed	Pearl Millet	hybird	0.03	Select	kpk1311	Qntls
lu1311	Seed	Mustard	Null	0.03	Select	kpk1311	Qntls
lu1311	Fertilizer	Urea	Null	2	August	kpk1311	bags
ramkumar1344	Seed	Mustard	Null	3	Select	kpk1311	bags
ad1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
Lala 1311	Seed	Mustard	Null	0.25	Select	kpk1311	Qntls
dholi1344	Fertilizer	DAP	IFFCO	13	September	kpk1311	bags
jasram1344	Fertilizer	DAP	IFFCO	30	September	kpk1311	bags
jasram1344	Seed	Mustard	Null	10	Select	kpk1311	bags
Dhapudevi1344	Seed	wheat	Null	2	September	KPK1344	bags
gulabdevi1344	Fertilizer	DAP	IFFCO	4	October	KPK1344	bags
kisangopalm1344	Seed	wheat	Null	0	NULL	kpk1311	NULL
ge1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
gu1311	Seed	Pearl Millet	Null	0.03	Select	kpk1311	Qntls
sitameena1344	Fertilizer	Urea	IFFCO	12	August	kpk1311	bags
gug1311	Seed	Pearl Millet	Null	0.03	Select	kpk1311	Qntls
ramdenm1344	Fertilizer	DAP	IFFCO	20	September	kpk1311	bags
ar1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
br1311	Seed	Mustard	puspabord	0.03	Select	kpk1311	Qntls
ja1311	Fertilizer	DAP	Sardar	2	September	kpk1311	bags
lal1311	Seed	Groundnut	hybird	0.4	June	kpk1311	Qntls
lal1311	Seed	Pearl Millet	Null	0.03	Select	kpk1311	Qntls
Bharu 1311	Fertilizer	DAP	Null	2	September	kpk1311	bags
battilal1344	Fertilizer	DAP	IFFCO	2	October	KPK1344	bags
Kamala1311	Fertilizer	DAP	Null	3	September	kpk1311	bags
Kamala1311	Fertilizer	Urea	Null	1	August	kpk1311	bags
bag1311	Fertilizer	DAP	Sardar	2	September	kpk1311	bags
sitaramp1344	Seed	wheat	Null	1	Select	kpk1311	bags
kan1311	Fertilizer	Urea	shreeram	2	August	kpk1311	bags
her1311	Seed	Pearl Millet	Null	0.04	Select	kpk1311	Qntls
Cheater 1311	Seed	wheat	Null	0.4	Select	kpk1311	Qntls
da1311	Seed	Mustard	puspabord	0.04	Select	kpk1311	Qntls
da1311	Fertilizer	DAP	Sardar	2	September	kpk1311	bags
pooranmalx1344	Seed	Pearl Millet	Null	2	June	KPK1344	bags
Tija1311	Seed	Mustard	Null	0.6	Select	kpk1311	Qntls
shriniwas1344	Fertilizer	Urea	Null	4	September	KPK1344	bags
ramphoolmeena1344	Seed	Pearl Millet	Null	2	Select	kpk1311	bags
ramji1311	Fertilizer	DAP	Null	3	October	kpk1311	bags
Prahladx1344	Fertilizer	Urea	Null	3	September	KPK1344	bags
Barjmohan1311	Fertilizer	Urea	Null	0	NULL	kpk1311	NULL
shyamg1311	Fertilizer	Urea	Null	3	October	kpk1311	bags
Bargy 1311	Fertilizer	Urea	Null	0	NULL	kpk1311	NULL
girirajz1344	Fertilizer	DAP	IFFCO	8	October	KPK1344	bags
jagram1344	Fertilizer	Urea	IFFCO	10	September	kpk1344	bags
Andanadi1311	Seed	Mustard	Null	2	Select	kpk1311	bags
Ramdayal1311	Fertilizer	Urea	Null	2	August	kpk1311	bags
Amer 1311	Fertilizer	DAP	Null	1	September	kpk1311	bags
Sima 1301	Seed	wheat	Null	3	Select	kpk1301	bags
gtar1311	Seed	Mustard	hybird	0.02	Select	kpk1311	Qntls
gjai1311	Seed	wheat	1482	0.3	October	kpk1311	Qntls
shan1311	Seed	wheat	1482	0.35	October	kpk1311	Qntls
herkesh1301	Seed	wheat	Null	1	Select	kpk1301	bags
sita0967	Fertilizer	DAP	IFFCO	5	May	KPK0967	bags
mahadev0969	Fertilizer	DAP	IFFCO	3	May	KPK0969	bags
sanjay0801	Fertilizer	Urea	NULL	25	March	KPK0801	bags
pushpender0879	Fertilizer	DAP	IFFCO	30	June	KPK0879	bags
bhagwan10967	Fertilizer	DAP	IFFCO	4	May	KPK0967	bags
shiv0940	Seed	Wheat	NULL	0.3	October	NULL	Qntls
ramesh0898	Seed	Paddy	NULL	18	June	KPK0898	NULL
Bhura1344	Fertilizer	DAP	IFFCO	15	September	kpk1344	bags
gi1303	Fertilizer	Urea	Uttam	20	August	kpk1303	bags
Kirodi1344	Seed	wheat	Null	0	NULL	kpk1344	NULL
Mamta 1283	Fertilizer	DAP	Null	2	September	kpk1283	bags
grbadari1281	Fertilizer	Urea	Null	5	August	kpk1281	bags
Jagdishmeenab1344	Seed	Sorghum	Null	0	NULL	kpk1344	NULL
Bojraj1283	Fertilizer	DAP	Null	8	September	kpk1283	bags
ramnivasji0995	Fertilizer	DAP	IFFCO	7	November	kpk0995	bags
ramnivasji0995	Fertilizer	Urea	IFFCO	10	November	kpk0995	bags
kishanra1300	Agrochemicals	Dust	Null	2	Select	kpk1300	bags
rammeena1344	Seed	Pearl Millet	Null	4	June	kpk1344	bags
rammeena1344	Seed	wheat	Null	0	NULL	kpk1344	NULL
Rangopalji1299	Fertilizer	Urea	Null	10	August	KPK1299	bags
Rangopalji1299	Seed	wheat	Null	200	Select	KPK1299	bags
daluram1300	Seed	Wheat	1482	0.4	Select	kpk1300	Qntls
motilalm1344	Seed	Sorghum	Null	0	NULL	kpk1344	NULL
Jagides1283	Fertilizer	Urea	Null	8	August	kpk1283	bags
Moti1283	Fertilizer	Urea	Null	4	August	kpk1283	bags
kanwar1344	Fertilizer	Urea	IFFCO	0	NULL	kpk1344	NULL
kanwar1344	Seed	Pearl Millet	Null	0	NULL	kpk1344	NULL
sonta1281	Seed	Pearl Millet	Null	0.015	June	kpk1281	Qntls
jagdisho1299	Fertilizer	DAP	Null	12	September	KPK1299	bags
bharuy1344	Seed	Pearl Millet	Null	3	June	kpk1344	bags
bhanwarlaldo1299	Fertilizer	DAP	Null	8	September	KPK1299	bags
bhanwarlald1299	Seed	wheat	Null	3	Select	KPK1299	bags
ramniwasgu1300	Agrochemicals	Dust	Null	2	Select	kpk1300	bags
papu1281	Fertilizer	Urea	Null	1	August	kpk1281	Bags
radhe1300	Agrochemicals	Dust	Null	5	Select	kpk1300	bags
mamba1311	Seed	wheat	1482	2	October	kpk1311	bags
pooni1344	Seed	wheat	Null	0	NULL	kpk1344	NULL
tulsadevi1344	Seed	Mustard	Null	4	August	kpk1344	bags
bajrangah1344	Seed	wheat	Null	1	August	kpk1344	bags
ramswaroop1344	Seed	Mustard	Null	3	Select	kpk1344	bags
mangalram1344	Fertilizer	DAP	Null	28	August	kpk1344	bags
mangalram1344	Seed	Mustard	Null	3	Select	kpk1344	bags
ramlali1344	Seed	Mustard	Null	3	Select	kpk1344	bags
angadlal1344	Fertilizer	DAP	Null	25	August	kpk1344	bags
angadlal1344	Fertilizer	Urea	IFFCO	30	August	kpk1344	bags
devlal1344	Seed	Pearl Millet	Null	3	June	kpk1344	bags
latur1344	Seed	Pearl Millet	Null	3	Select	kpk1344	bags
harkesh1311	Seed	Mustard	Hybrid	2	October	kpk1311	bags
bajranga1311	Seed	Gram	Hybrid	1	Select	kpk1311	bags
meen1311	Seed	Wheat	1482	2	October	kpk1311	bags
meen1311	Seed	Barley	3077	1	Select	kpk1311	bags
haduman1311	Seed	Mustard	Hybrid	2	October	kpk1311	bags
lalluram1311	Seed	Wheat	1482	2	October	kpk1311	bags
ladu1283	Seed	Pearl Millet	Null	0.015	Select	kpk1283	Qntls
ramraj1311	Seed	Barley	3077	1	Select	kpk1311	bags
dav1281	Seed	Pearl Millet	Null	0.03	June	kpk1281	Qntls
babug1311	Seed	Barley	3077	1	Select	kpk1311	bags
rameshwarg1311	Seed	Mustard	Hybrid	2	October	kpk1311	bags
rameshwarg1311	Seed	Wheat	1482	2	October	kpk1311	bags
Mohan1283	Fertilizer	DAP	Null	3	September	kpk1283	bags
ji1303	Fertilizer	Urea	Null	20	August	kpk1303	bags
ramavttar1299	Seed	wheat	Null	1	Select	KPK1299	Qntls
birbal1299	Fertilizer	Urea	Null	5	August	KPK1299	bags
birbala1299	Fertilizer	DAP	Null	5	September	KPK1299	bags
hariramx1299	Seed	Mustard	Null	0.18	Select	KPK1299	Qntls
badrigurjar1311	Seed	Mustard	Hybrid	2	October	kpk1311	bags
styanarayan1311	Fertilizer	DAP	Null	3	September	kpk1311	bags
padamchandra1311	Fertilizer	Urea	Null	3	August	kpk1311	bags
nanji1344	Fertilizer	DAP	IFFCO	3	September	kpk1344	bags
nanji1344	Fertilizer	Urea	IFFCO	5	September	kpk1344	bags
girrajparshad1311	Seed	Gram	Hybrid	1	Select	kpk1311	bags
ha1303	Fertilizer	Urea	Null	6	August	kpk1303	bags
Ganshyam1283	Seed	Pearl Millet	Null	0	NULL	kpk1283	NULL
bisan1344	Seed	wheat	Null	0	NULL	kpk1344	NULL
ja1303	Seed	Groundnut	Null	3	Select	kpk1303	bags
ja1303	Seed	wheat	Null	4	Select	kpk1303	bags
bhagiraths1299	Fertilizer	Urea	Null	15	August	KPK1299	bags
kalishm1344	Seed	wheat	Null	0	NULL	kpk1344	NULL
harji1311	Seed	Wheat	1482	2	October	kpk1311	bags
ramrajg1311	Fertilizer	DAP	Null	3	September	kpk1311	bags
dhramveer0995	Seed	Wheat	Null	1	November	kpk0995	Qntls
Charngi1283	Seed	Mustard	Null	0	NULL	kpk1283	NULL
moduram1344	Fertilizer	Urea	IFFCO	30	September	kpk1344	bags
hari0995	Fertilizer	Urea	IFFCO	10	November	kpk0995	bags
nandag1311	Fertilizer	DAP	Null	2	September	kpk1311	bags
Rajendr1283	Seed	Pearl Millet	Null	0	NULL	kpk1283	NULL
murli0969	Fertilizer	Urea	Shri Ram	3	May	KPK0969	bags
shyam0940	Fertilizer	DAP	NULL	2	October	NULL	bags
virendra0927	Fertilizer	DAP	IFFCO	40	June	KPK0927	bags
bhagwan0817	Fertilizer	Urea	NULL	70	June	KPK0817	bags
pavan0801	Fertilizer	Urea	NULL	20	June	KPK0802	bags
sangam10889	Seed	Wheat	NULL	2	November	KPK0889	NULL
mangalCFC001	Seed	Groundnut	Null	1	May	CFC001	qntls
shankar0967	Fertilizer	DAP	IFFCO	4	May	KPK0967	bags
lalameenaCFC006	Fertilizer	Urea	Null	5	June	CFC006	bags
sur1161	Seed	Gram	Vijay	0.5	June	KPK1161	Qntls
hiralal0899	Fertilizer	Urea	IFFCO	50	October	NULL	bags
keshav0881	Fertilizer	DAP	IFFCO	8	July	KPK0881	bags
naresh10851	Fertilizer	Urea	IFFCO	80	October	KPK0851	bags
Susila1283	Seed	Pearl Millet	Null	0	NULL	kpk1283	NULL
Bhura1344	Seed	Mustard	Null	0	NULL	kpk1344	NULL
ramgopal1300	Seed	Mustard	Kala Sona	0.05	Select	kpk1300	Qntls
gi1303	Seed	wheat	Null	1	Select	kpk1303	bags
